"Latest: Time (s)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
6.3,0.488692190558,-0.135747830711,-53.5288172132
6.35,0.383972435439,-3.21916284257,-40.4981028287
6.4,0.10471975512,-4.87722563196,-11.4469896929
6.45,-0.191986217719,-4.4990709607,20.9547246613
6.5,-0.418879020479,-2.37558703744,43.9241195085
6.55,-0.471238898038,0.688435427176,48.4382735615
6.6,-0.331612557879,3.34521439966,32.8218862111
6.65,-0.0698131700798,4.48937468707,4.90200499789
6.7,0.191986217719,3.85911690163,-23.7504835557
6.75,0.383972435439,1.66775906302,-41.9902516028
6.8,0.383972435439,-1.11507146655,-42.4158102784
6.85,0.244346095279,-3.28703675792,-26.0991364997
6.9,0,-4.14030883668,0.016160456037
6.95,-0.244346095279,-3.26764421068,25.5712282692
7,-0.383972435439,-1.08598264569,39.7331745763
7.05,-0.366519142919,1.43504849608,37.1313411543
7.1,-0.209439510239,3.25794793706,19.7265300025
7.15,0.0174532925199,3.7136727973,-4.90739181656
7.2,0.226892802759,2.65677897248,-26.8532911148
7.25,0.331612557879,0.504206228354,-36.7704243028
7.3,0.279252680319,-1.71624043113,-30.8341501186
7.35,0.12217304764,-3.09311128548,-12.8798834615
7.4,-0.0872664625997,-3.15128892721,8.86670354563
7.45,-0.244346095279,-1.98773609255,25.7705405603
7.5,-0.314159265359,-0.135747830711,32.2239493377
7.55,-0.261799387799,1.77441807286,25.9213714833
7.6,-0.10471975512,2.9282746339,8.92057173242
7.65,0.0872664625997,2.81191935044,-11.3715742314
7.7,0.226892802759,1.53201123231,-25.9375319394
7.75,0.261799387799,-0.271495661421,-29.2504254269
7.8,0.191986217719,-1.90046962995,-20.6799969087
7.85,0.0349065850399,-2.67617151972,-4.20171856962
7.9,-0.12217304764,-2.36589076381,13.3377630492
7.95,-0.244346095279,-1.07628637206,24.768592286
8,-0.244346095279,0.572080143709,25.5281337198
8.05,-0.174532925199,1.91986217719,15.9503701085
8.1,-0.0174532925199,2.45315722641,-0.070028642827
8.15,0.12217304764,1.85198826184,-14.9484218342
8.2,0.191986217719,0.630257785442,-22.5276757156
8.25,0.191986217719,-0.766005616153,-21.277933782
8.3,0.10471975512,-1.87138080908,-11.37696105
8.35,-0.0349065850399,-2.09439510239,2.86578753723
8.4,-0.13962634016,-1.49322613782,15.1423473067
8.45,-0.209439510239,-0.300584482288,20.8739223811
8.5,-0.174532925199,0.989019909463,17.5502552562
8.55,-0.0872664625997,1.76472179924,7.10521383759
8.6,0.0349065850399,1.78411434648,-5.47839459654
8.65,0.12217304764,1.07628637206,-14.9699691089
8.7,0.157079632679,0.00969627362219,-17.9812007505
8.75,0.12217304764,-1.02780500395,-13.7740953622
8.8,0.0349065850399,-1.60958142128,-4.01317991585
8.85,-0.0698131700798,-1.4835298642,6.98131700798
8.9,-0.13962634016,-0.756309342531,14.4959290652
8.95,-0.157079632679,0.252103114177,15.4871037021
9,-0.10471975512,1.05689382482,10.1918609407
9.05,-0.0349065850399,1.44474476971,0.904985538071
9.1,0.0698131700798,1.16355283466,-8.58658897432
9.15,0.10471975512,0.368458397643,-13.3862444173
9.2,0.10471975512,-0.436332312999,-12.2442388574
9.25,0.0523598775598,-1.03750127757,-6.58807924441
9.3,-0.0174532925199,-1.19264165553,1.38979921918
9.35,-0.0872664625997,-0.872664625997,8.63507034243
9.4,-0.12217304764,-0.164836651577,12.0772474783
9.45,-0.10471975512,0.572080143709,10.1541532099
9.5,-0.0523598775598,1.02780500395,4.12091628943
9.55,0.0174532925199,1.03750127757,-3.23747802608
9.6,0.0698131700798,0.62056151182,-8.78590126544
9.65,0.0872664625997,0,-10.5904855229
9.7,0.0698131700798,-0.610865238198,-8.21489848547
9.75,0.0174532925199,-0.989019909463,-2.18166156499
9.8,-0.0523598775598,-0.872664625997,4.7188531628
9.85,-0.0872664625997,-0.368458397643,8.60813624903
9.9,-0.0872664625997,0.155140377955,8.62968352375
9.95,-0.0698131700798,0.610865238198,5.60767824483
10,-0.0174532925199,0.833879531508,0.0808022801849
10.05,0.0349065850399,0.610865238198,-5.19289320655
10.1,0.0523598775598,0.174532925199,-7.49845160116
10.15,0.0523598775598,-0.281191935044,-6.51805060158
10.2,0.0174532925199,-0.581776417331,-3.01123164156
10.25,-0.0174532925199,-0.610865238198,1.24435511485
10.3,-0.0523598775598,-0.426636039376,4.74040043752
10.35,-0.0698131700798,-0.0387850944888,6.03862373915
10.4,-0.0523598775598,0.290888208666,4.73501361884
10.45,-0.0349065850399,0.48481368111,1.99850972991
10.5,0,0.542991322843,-1.75610288935
10.55,0.0349065850399,0.290888208666,-4.90739181656
10.6,0.0349065850399,-0.0872664625997,-5.21982729995
10.65,0.0174532925199,-0.319977029532,-3.4098562238
10.7,0,-0.455724860243,-0.673352334874
10.75,-0.0349065850399,-0.416939765754,2.56951250988
10.8,-0.0523598775598,-0.155140377955,4.70807952544
10.85,-0.0523598775598,0.155140377955,4.56802223979
10.9,-0.0349065850399,0.407243492132,2.14395383424
10.95,0,0.416939765754,-1.26590238956
11,0.0174532925199,0.203621746066,-3.23747802608
11.05,0.0174532925199,0.00969627362219,-3.40446940512
11.1,0.0174532925199,-0.164836651577,-2.61799387799
11.15,0,-0.290888208666,-0.888825082034
11.2,-0.0174532925199,-0.281191935044,1.27667602692
11.25,-0.0349065850399,-0.135747830711,2.768824801
11.3,-0.0349065850399,0.0872664625997,2.43484204291
11.35,-0.0174532925199,0.155140377955,1.01272191165
11.4,-0.0174532925199,0.164836651577,-0.134670466975
11.45,0,0.135747830711,-1.10429782919
11.5,0,0.0290888208666,-1.46521468069
11.55,0,-0.0290888208666,-1.32515739503
11.6,0,-0.126051557088,-0.673352334874
11.65,-0.0174532925199,-0.126051557088,0.490200499789
11.7,-0.0174532925199,-0.0387850944888,0.991174636935
11.75,-0.0174532925199,0,0.942693268824
11.8,-0.0174532925199,0.0387850944888,0.958853724861
11.85,-0.0174532925199,0.126051557088,0.344756395456
11.9,0,0.116355283466,-0.958853724861
11.95,0,0,-1.62681924106
12,0,-0.116355283466,-0.96424054354
12.05,-0.0174532925199,-0.126051557088,0.312435483382
12.1,-0.0174532925199,-0.0387850944888,0.813409620528
12.15,-0.0174532925199,-0.00969627362219,0.651805060158
12.2,-0.0174532925199,0.00969627362219,0.651805060158
12.25,-0.0174532925199,0.0387850944888,0.813409620528
12.3,-0.0174532925199,0.126051557088,0.312435483382
12.35,0,0.116355283466,-0.96424054354
12.4,0,0,-1.62681924106
12.45,0,-0.116355283466,-0.96424054354
12.5,-0.0174532925199,-0.126051557088,0.307048664703
12.55,-0.0174532925199,-0.0387850944888,0.775701889775
12.6,-0.0174532925199,-0.00969627362219,0.468653225073
12.65,-0.0174532925199,0,0.183151835086
12.7,-0.0174532925199,0,0.037707730753
12.75,-0.0174532925199,0,0.00538681867899
12.8,-0.0174532925199,0,0
12.85,-0.0174532925199,0,0
12.9,-0.0174532925199,0,0
12.95,-0.0174532925199,0,0
13,-0.0174532925199,0,0
13.05,-0.0174532925199,0,0
13.1,-0.0174532925199,0,0
13.15,-0.0174532925199,0,0
13.2,-0.0174532925199,0,0
13.25,-0.0174532925199,0,0
13.3,-0.0174532925199,0,0
13.35,-0.0174532925199,0,0
13.4,-0.0174532925199,0,0
13.45,-0.0174532925199,0,0
13.5,-0.0174532925199,0,0
13.55,-0.0174532925199,0,0
13.6,-0.0174532925199,0,0
13.65,-0.0174532925199,0,0
13.7,-0.0174532925199,0,0
13.75,-0.0174532925199,0,0
13.8,-0.0174532925199,0,0
13.85,-0.0174532925199,0,0
13.9,-0.0174532925199,0,0
13.95,-0.0174532925199,0,0
14,-0.0174532925199,0,0
14.05,-0.0174532925199,0,0
14.1,-0.0174532925199,0,0
14.15,-0.0174532925199,0,0
14.2,-0.0174532925199,0,0
14.25,-0.0174532925199,0,0
14.3,-0.0174532925199,0,0
14.35,-0.0174532925199,0,0
14.4,-0.0174532925199,0,0
14.45,-0.0174532925199,0,0
14.5,-0.0174532925199,0,0
14.55,-0.0174532925199,0,0
14.6,-0.0174532925199,0,0
14.65,-0.0174532925199,0,0
14.7,-0.0174532925199,0,0
14.75,-0.0174532925199,0,0
14.8,-0.0174532925199,0,0
14.85,-0.0174532925199,0,0
14.9,-0.0174532925199,0,0
14.95,-0.0174532925199,0,0
15,-0.0174532925199,0,0
15.05,-0.0174532925199,0,0
15.1,-0.0174532925199,0,0
15.15,-0.0174532925199,0,0
15.2,-0.0174532925199,0,0
15.25,-0.0174532925199,0,0
15.3,-0.0174532925199,0,0
15.35,-0.0174532925199,0,0
15.4,-0.0174532925199,0,0
15.45,-0.0174532925199,0,0
15.5,-0.0174532925199,0,0
15.55,-0.0174532925199,0,0
15.6,-0.0174532925199,0,0
15.65,-0.0174532925199,0,0
15.7,-0.0174532925199,0,0
15.75,-0.0174532925199,0,0
15.8,-0.0174532925199,0,0
15.85,-0.0174532925199,0,0
15.9,-0.0174532925199,0,0
15.95,-0.0174532925199,0,0
16,-0.0174532925199,0,0
16.05,-0.0174532925199,0,0
16.1,-0.0174532925199,0,0
16.15,-0.0174532925199,0,0
16.2,-0.0174532925199,0,0
16.25,-0.0174532925199,0,0
16.3,-0.0174532925199,0,0
16.35,-0.0174532925199,0,0
16.4,-0.0174532925199,0,0
16.45,-0.0174532925199,0,0
16.5,-0.0174532925199,0,0
16.55,-0.0174532925199,0,0
16.6,-0.0174532925199,0,0
16.65,-0.0174532925199,0,0
16.7,-0.0174532925199,0,0
16.75,-0.0174532925199,0,0
16.8,-0.0174532925199,0,0
16.85,-0.0174532925199,0,0
16.9,-0.0174532925199,0,0
16.95,-0.0174532925199,0,0
17,-0.0174532925199,0,0
17.05,-0.0174532925199,0,0
17.1,-0.0174532925199,0,0
17.15,-0.0174532925199,0,0
17.2,-0.0174532925199,0,0
17.25,-0.0174532925199,0,0
17.3,-0.0174532925199,0,0
17.35,-0.0174532925199,0,0
17.4,-0.0174532925199,0,0
17.45,-0.0174532925199,0,0
17.5,-0.0174532925199,0,0
17.55,-0.0174532925199,0,0
17.6,-0.0174532925199,0,0
17.65,-0.0174532925199,0,0
17.7,-0.0174532925199,0,0
17.75,-0.0174532925199,0,0
17.8,-0.0174532925199,0,0
17.85,-0.0174532925199,0,0
17.9,-0.0174532925199,0,0
17.95,-0.0174532925199,0,0
18,-0.0174532925199,0,0
18.05,-0.0174532925199,0,0
18.1,-0.0174532925199,0,0
18.15,-0.0174532925199,0,0
18.2,-0.0174532925199,0,0
18.25,-0.0174532925199,0,0
18.3,-0.0174532925199,0,0
18.35,-0.0174532925199,0,0
18.4,-0.0174532925199,0,0
18.45,-0.0174532925199,0,0
18.5,-0.0174532925199,0,0
18.55,-0.0174532925199,0,0
18.6,-0.0174532925199,0,0
18.65,-0.0174532925199,0,0
18.7,-0.0174532925199,0,0
18.75,-0.0174532925199,0,0
18.8,-0.0174532925199,0,0
18.85,-0.0174532925199,0,0
18.9,-0.0174532925199,0,0
18.95,-0.0174532925199,0,0
19,-0.0174532925199,0,0
19.05,-0.0174532925199,0,0
19.1,-0.0174532925199,0,0
19.15,-0.0174532925199,0,0
19.2,-0.0174532925199,0,0
19.25,-0.0174532925199,0,0
19.3,-0.0174532925199,0,0
19.35,-0.0174532925199,0,0
19.4,-0.0174532925199,0,0
19.45,-0.0174532925199,0,0
19.5,-0.0174532925199,0,0
19.55,-0.0174532925199,0,0
19.6,-0.0174532925199,0,0
19.65,-0.0174532925199,0,0
19.7,-0.0174532925199,0,0
19.75,-0.0174532925199,0,0
19.8,-0.0174532925199,0,0
19.85,-0.0174532925199,0,0
19.9,-0.0174532925199,0,0
19.95,-0.0174532925199,0,0
20,-0.0174532925199,0,0
