"Latest: Time (s)","Latest: Potential (V)"
0.76,-0.00275330017574
0.77,-0.0128017140077
0.78,-0.000241196717752
0.79,-0.0128017140077
0.8,-0.0128017140077
0.81,-0.00275330017574
0.82,-0.0102896105497
0.83,-0.0077775070917
0.84,-0.0128017140077
0.85,-0.00526540363372
0.86,-0.00526540363372
0.87,-0.0077775070917
0.88,-0.0102896105497
0.89,-0.00275330017574
0.9,-0.0128017140077
0.91,-0.0077775070917
0.92,-0.00275330017574
0.93,-0.0128017140077
0.94,-0.00526540363372
0.95,-0.0102896105497
0.96,-0.0077775070917
0.97,-0.0077775070917
0.98,-0.00526540363372
0.99,-0.0153138174657
1,-0.0077775070917
1.01,-0.0077775070917
1.02,-0.0128017140077
1.03,-0.0128017140077
1.04,-0.0128017140077
1.05,-0.0077775070917
1.06,-0.0077775070917
1.07,-0.00526540363372
1.08,-0.0077775070917
1.09,-0.0077775070917
1.1,-0.000241196717752
1.11,-0.0102896105497
1.12,-0.0128017140077
1.13,-0.0102896105497
1.14,-0.0153138174657
1.15,-0.0077775070917
1.16,-0.0077775070917
1.17,-0.0128017140077
1.18,-0.00275330017574
1.19,-0.0128017140077
1.2,-0.000241196717752
1.21,-0.00526540363372
1.22,-0.0077775070917
1.23,-0.0077775070917
1.24,-0.00275330017574
1.25,-0.0077775070917
1.26,-0.00526540363372
1.27,-0.0077775070917
1.28,-0.0077775070917
1.29,-0.00275330017574
1.3,-0.0077775070917
1.31,-0.000241196717752
1.32,-0.00526540363372
1.33,-0.0077775070917
1.34,-0.0077775070917
1.35,-0.00526540363372
1.36,-0.0128017140077
1.37,-0.0102896105497
1.38,-0.00275330017574
1.39,-0.000241196717752
1.4,-0.0128017140077
1.41,-0.000241196717752
1.42,-0.00275330017574
1.43,-0.0077775070917
1.44,-0.0102896105497
1.45,-0.0102896105497
1.46,-0.00275330017574
1.47,-0.0102896105497
1.48,-0.00275330017574
1.49,-0.0128017140077
1.5,-0.0128017140077
1.51,-0.0153138174657
1.52,-0.0128017140077
1.53,-0.0077775070917
1.54,-0.000241196717752
1.55,-0.00526540363372
1.56,-0.0102896105497
1.57,-0.0128017140077
1.58,-0.0077775070917
1.59,-0.0077775070917
1.6,-0.00275330017574
1.61,-0.0077775070917
1.62,-0.00526540363372
1.63,-0.0077775070917
1.64,-0.0077775070917
1.65,-0.0077775070917
1.66,-0.00275330017574
1.67,-0.0102896105497
1.68,-0.0077775070917
1.69,-0.00275330017574
1.7,-0.0102896105497
1.71,-0.0128017140077
1.72,-0.0077775070917
1.73,-0.00275330017574
1.74,-0.00526540363372
1.75,-0.0128017140077
1.76,-0.00275330017574
1.77,-0.000241196717752
1.78,-0.0128017140077
1.79,-0.0077775070917
1.8,-0.000241196717752
1.81,-0.0077775070917
1.82,-0.0128017140077
1.83,-0.00275330017574
1.84,-0.0128017140077
1.85,-0.000241196717752
1.86,-0.0077775070917
1.87,-0.00526540363372
1.88,-0.00526540363372
1.89,-0.00526540363372
1.9,-0.0077775070917
1.91,-0.0128017140077
1.92,-0.0077775070917
1.93,-0.0077775070917
1.94,-0.00275330017574
1.95,-0.0102896105497
1.96,-0.0128017140077
1.97,-0.00275330017574
1.98,-0.0077775070917
1.99,-0.0128017140077
2,-0.0077775070917
2.01,-0.00275330017574
2.02,-0.000241196717752
2.03,-0.00275330017574
2.04,-0.00275330017574
2.05,-0.0077775070917
2.06,-0.0128017140077
2.07,-0.00526540363372
2.08,-0.00275330017574
2.09,-0.0077775070917
2.1,-0.0102896105497
2.11,-0.00275330017574
2.12,-0.0077775070917
2.13,-0.0153138174657
2.14,-0.00526540363372
2.15,-0.00526540363372
2.16,-0.0077775070917
2.17,-0.00275330017574
2.18,-0.0153138174657
2.19,-0.0077775070917
2.2,-0.00526540363372
2.21,-0.000241196717752
2.22,-0.0077775070917
2.23,-0.00275330017574
2.24,-0.0128017140077
2.25,-0.00526540363372
2.26,-0.0077775070917
2.27,-0.0077775070917
2.28,-0.0102896105497
2.29,-0.00275330017574
2.3,-0.0077775070917
2.31,-0.0077775070917
2.32,-0.0077775070917
2.33,-0.0077775070917
2.34,-0.0077775070917
2.35,-0.0077775070917
2.36,-0.0128017140077
2.37,-0.0077775070917
2.38,-0.0077775070917
2.39,-0.0153138174657
2.4,-0.0077775070917
2.41,-0.00275330017574
2.42,-0.0128017140077
2.43,-0.00275330017574
2.44,-0.0077775070917
2.45,-0.0128017140077
2.46,-0.0153138174657
2.47,-0.0077775070917
2.48,-0.00275330017574
2.49,-0.0153138174657
2.5,-0.0128017140077
2.51,-0.00275330017574
2.52,-0.0128017140077
2.53,-0.00526540363372
2.54,-0.000241196717752
2.55,-0.0077775070917
2.56,-0.0077775070917
2.57,-0.00526540363372
2.58,-0.00275330017574
2.59,-0.0102896105497
2.6,-0.0128017140077
2.61,-0.0077775070917
2.62,-0.0077775070917
2.63,-0.0077775070917
2.64,-0.000241196717752
2.65,-0.0077775070917
2.66,-0.0128017140077
2.67,-0.0077775070917
2.68,-0.00275330017574
2.69,-0.0128017140077
2.7,-0.00275330017574
2.71,-0.0128017140077
2.72,-0.0077775070917
2.73,-0.00526540363372
2.74,-0.00275330017574
2.75,-0.0077775070917
2.76,-0.0128017140077
2.77,-0.0077775070917
2.78,-0.00275330017574
2.79,-0.0128017140077
2.8,-0.000241196717752
2.81,-0.0077775070917
2.82,-0.00275330017574
2.83,-0.0077775070917
2.84,-0.00526540363372
2.85,-0.0102896105497
2.86,-0.0077775070917
2.87,-0.0077775070917
2.88,-0.0102896105497
2.89,-0.00275330017574
2.9,-0.00526540363372
2.91,-0.0102896105497
2.92,-0.00275330017574
2.93,-0.0077775070917
2.94,-0.0128017140077
2.95,-0.0128017140077
2.96,-0.0077775070917
2.97,-0.00275330017574
2.98,-0.0077775070917
2.99,-0.0128017140077
3,-0.00526540363372
3.01,-0.0077775070917
3.02,-0.00275330017574
3.03,-0.0128017140077
3.04,-0.00275330017574
3.05,-0.00526540363372
3.06,-0.0077775070917
3.07,-0.0077775070917
3.08,-0.0077775070917
3.09,-0.0077775070917
3.1,-0.000241196717752
3.11,-0.0077775070917
3.12,-0.0128017140077
3.13,-0.00526540363372
3.14,-0.000241196717752
3.15,-0.00526540363372
3.16,-0.0102896105497
3.17,-0.00275330017574
3.18,-0.0128017140077
3.19,-0.0077775070917
3.2,-0.0077775070917
3.21,-0.0128017140077
3.22,-0.0128017140077
3.23,-0.0077775070917
3.24,-0.00526540363372
3.25,-0.0102896105497
3.26,-0.00275330017574
3.27,-0.0128017140077
3.28,-0.0077775070917
3.29,-0.0077775070917
3.3,-0.0128017140077
3.31,-0.0077775070917
3.32,-0.0128017140077
3.33,-0.0077775070917
3.34,-0.0153138174657
3.35,-0.0128017140077
3.36,-0.0077775070917
3.37,-0.00275330017574
3.38,-0.0102896105497
3.39,-0.0128017140077
3.4,-0.00526540363372
3.41,-0.0077775070917
3.42,-0.0128017140077
3.43,-0.0077775070917
3.44,-0.0153138174657
3.45,-0.0077775070917
3.46,-0.00526540363372
3.47,-0.0077775070917
3.48,-0.0153138174657
3.49,-0.0077775070917
3.5,-0.00526540363372
3.51,-0.00275330017574
3.52,-0.0128017140077
3.53,-0.00275330017574
3.54,-0.0077775070917
3.55,-0.00275330017574
3.56,-0.0102896105497
3.57,-0.0077775070917
3.58,-0.00275330017574
3.59,-0.0153138174657
3.6,-0.0128017140077
3.61,-0.0102896105497
3.62,-0.0077775070917
3.63,-0.0153138174657
3.64,-0.0128017140077
3.65,-0.0128017140077
3.66,-0.0153138174657
3.67,-0.0128017140077
3.68,-0.0077775070917
3.69,-0.0077775070917
3.7,-0.00275330017574
3.71,-0.0077775070917
3.72,-0.0077775070917
3.73,-0.0077775070917
3.74,-0.0128017140077
3.75,-0.0128017140077
3.76,-0.00526540363372
3.77,-0.0153138174657
3.78,-0.00275330017574
3.79,-0.00275330017574
3.8,-0.0077775070917
3.81,-0.00275330017574
3.82,-0.0077775070917
3.83,-0.0153138174657
3.84,-0.0077775070917
3.85,-0.00275330017574
3.86,-0.0102896105497
3.87,-0.00526540363372
3.88,-0.0102896105497
3.89,-0.0128017140077
3.9,-0.0077775070917
3.91,-0.00275330017574
3.92,-0.0102896105497
3.93,-0.00275330017574
3.94,-0.0077775070917
3.95,-0.0128017140077
3.96,-0.00526540363372
3.97,-0.00275330017574
3.98,-0.0102896105497
3.99,-0.00526540363372
4,-0.0077775070917
4.01,-0.0128017140077
4.02,-0.0128017140077
4.03,-0.00526540363372
4.04,-0.0077775070917
4.05,-0.0077775070917
4.06,-0.0102896105497
4.07,-0.0128017140077
4.08,-0.0077775070917
4.09,-0.00275330017574
4.1,-0.00526540363372
4.11,-0.0077775070917
4.12,-0.00275330017574
4.13,-0.0077775070917
4.14,-0.0128017140077
4.15,-0.0153138174657
4.16,-0.0128017140077
4.17,-0.0102896105497
4.18,-0.0077775070917
4.19,-0.0128017140077
4.2,-0.0077775070917
4.21,-0.0077775070917
4.22,-0.0128017140077
4.23,-0.00275330017574
4.24,-0.0077775070917
4.25,-0.0128017140077
4.26,-0.0077775070917
4.27,-0.0102896105497
4.28,-0.0128017140077
4.29,-0.0128017140077
4.3,-0.0128017140077
4.31,-0.0077775070917
4.32,-0.00526540363372
4.33,-0.0077775070917
4.34,-0.000241196717752
4.35,-0.00526540363372
4.36,-0.00275330017574
4.37,-0.0077775070917
4.38,-0.0077775070917
4.39,-0.0128017140077
4.4,-0.0077775070917
4.41,-0.0077775070917
4.42,-0.00275330017574
4.43,-0.00275330017574
4.44,-0.00275330017574
4.45,-0.00526540363372
4.46,-0.0153138174657
4.47,-0.0077775070917
4.48,-0.0102896105497
4.49,-0.0077775070917
4.5,-0.0077775070917
4.51,-0.00526540363372
4.52,-0.00526540363372
4.53,-0.00275330017574
4.54,-0.0077775070917
4.55,-0.0102896105497
4.56,-0.0077775070917
4.57,-0.0077775070917
4.58,-0.00526540363372
4.59,-0.0077775070917
4.6,-0.00275330017574
4.61,-0.0077775070917
4.62,-0.0077775070917
4.63,-0.0128017140077
4.64,-0.0102896105497
4.65,-0.0077775070917
4.66,-0.00275330017574
4.67,-0.0077775070917
4.68,-0.0077775070917
4.69,-0.0102896105497
4.7,-0.0128017140077
4.71,-0.0128017140077
4.72,-0.00526540363372
4.73,-0.0077775070917
4.74,-0.0128017140077
4.75,-0.0077775070917
4.76,-0.0077775070917
4.77,-0.0077775070917
4.78,-0.00275330017574
4.79,-0.00526540363372
4.8,-0.00275330017574
4.81,-0.000241196717752
4.82,-0.00275330017574
4.83,-0.0077775070917
4.84,-0.0128017140077
4.85,-0.0077775070917
4.86,-0.00526540363372
4.87,-0.0128017140077
4.88,-0.00275330017574
4.89,-0.00275330017574
4.9,-0.0128017140077
4.91,-0.0077775070917
4.92,-0.0077775070917
4.93,-0.00526540363372
4.94,-0.0102896105497
4.95,-0.0128017140077
4.96,-0.0077775070917
4.97,-0.00275330017574
4.98,-0.0077775070917
4.99,-0.0077775070917
5,-0.0077775070917
5.01,-0.0153138174657
5.02,-0.00275330017574
5.03,-0.0153138174657
5.04,-0.00275330017574
5.05,-0.00526540363372
5.06,-0.00275330017574
5.07,-0.00275330017574
5.08,-0.0077775070917
5.09,-0.0102896105497
5.1,-0.0077775070917
5.11,-0.00275330017574
5.12,-0.0153138174657
5.13,-0.00275330017574
5.14,-0.0128017140077
5.15,-0.000241196717752
5.16,-0.0077775070917
5.17,-0.0153138174657
5.18,-0.0077775070917
5.19,-0.0102896105497
5.2,-0.00526540363372
5.21,-0.0077775070917
5.22,-0.0077775070917
5.23,-0.0128017140077
5.24,-0.0128017140077
5.25,-0.0128017140077
5.26,-0.0128017140077
5.27,-0.0102896105497
5.28,-0.0102896105497
5.29,-0.0153138174657
5.3,-0.0128017140077
5.31,-0.0077775070917
5.32,-0.000241196717752
5.33,-0.00275330017574
5.34,-0.00275330017574
5.35,-0.000241196717752
5.36,-0.0077775070917
5.37,-0.00275330017574
5.38,-0.00526540363372
5.39,-0.0102896105497
5.4,-0.00526540363372
5.41,-0.0077775070917
5.42,-0.0077775070917
5.43,-0.000241196717752
5.44,-0.00275330017574
5.45,-0.0077775070917
5.46,-0.000241196717752
5.47,-0.0077775070917
5.48,-0.0077775070917
5.49,-0.0077775070917
5.5,-0.00526540363372
5.51,-0.0077775070917
5.52,-0.0077775070917
5.53,-0.0077775070917
5.54,-0.0077775070917
5.55,-0.0077775070917
5.56,-0.0077775070917
5.57,-0.00526540363372
5.58,-0.0077775070917
5.59,-0.00526540363372
5.6,-0.0077775070917
5.61,-0.0077775070917
5.62,-0.00275330017574
5.63,-0.00275330017574
5.64,-0.0102896105497
5.65,-0.0077775070917
5.66,-0.0077775070917
5.67,-0.0077775070917
5.68,-0.0128017140077
5.69,-0.0153138174657
5.7,-0.0102896105497
5.71,-0.0153138174657
5.72,-0.00526540363372
5.73,-0.00526540363372
5.74,-0.0128017140077
5.75,-0.0128017140077
5.76,-0.00275330017574
5.77,-0.000241196717752
5.78,-0.0077775070917
5.79,-0.00275330017574
5.8,-0.00275330017574
5.81,-0.0077775070917
5.82,-0.0077775070917
5.83,-0.0077775070917
5.84,-0.0077775070917
5.85,-0.00275330017574
5.86,-0.0077775070917
5.87,-0.0128017140077
5.88,-0.0077775070917
5.89,-0.00526540363372
5.9,-0.0102896105497
5.91,-0.000241196717752
5.92,-0.00526540363372
5.93,-0.0128017140077
5.94,-0.0077775070917
5.95,-0.00526540363372
5.96,-0.0102896105497
5.97,-0.00275330017574
5.98,-0.00275330017574
5.99,-0.0077775070917
6,-0.0128017140077
6.01,-0.0128017140077
6.02,-0.0077775070917
6.03,-0.00275330017574
6.04,-0.0077775070917
6.05,-0.000241196717752
6.06,-0.0077775070917
6.07,-0.00526540363372
6.08,-0.0128017140077
6.09,-0.0077775070917
6.1,-0.000241196717752
6.11,-0.0128017140077
6.12,-0.0077775070917
6.13,-0.0077775070917
6.14,-0.0128017140077
6.15,-0.0128017140077
6.16,-0.00275330017574
6.17,-0.00275330017574
6.18,-0.0077775070917
6.19,-0.00526540363372
6.2,-0.00275330017574
6.21,-0.0102896105497
6.22,-0.0128017140077
6.23,-0.00275330017574
6.24,-0.00275330017574
6.25,-0.0077775070917
6.26,-0.0128017140077
6.27,-0.000241196717752
6.28,-0.0077775070917
6.29,-0.0102896105497
6.3,-0.00526540363372
6.31,-0.0128017140077
6.32,-0.0077775070917
6.33,-0.000241196717752
6.34,-0.0128017140077
6.35,-0.00526540363372
6.36,-0.00526540363372
6.37,-0.0128017140077
6.38,-0.0128017140077
6.39,-0.0077775070917
6.4,-0.00275330017574
6.41,-0.00526540363372
6.42,-0.00526540363372
6.43,-0.0077775070917
6.44,-0.00275330017574
6.45,-0.0077775070917
6.46,-0.0077775070917
6.47,-0.0077775070917
6.48,-0.00275330017574
6.49,-0.00275330017574
6.5,-0.0077775070917
6.51,-0.0102896105497
6.52,-0.000241196717752
6.53,-0.00526540363372
6.54,-0.0077775070917
6.55,-0.00526540363372
6.56,-0.0077775070917
6.57,5.07671989187
6.58,5.03903834
6.59,5.01894151233
6.6,4.97121154663
6.61,4.93604209822
6.62,4.90840896018
6.63,4.87826371869
6.64,4.83807006336
6.65,4.81043692532
6.66,4.78280378728
6.67,4.74512223541
6.68,4.71246489046
6.69,4.68483175242
6.7,4.65217440747
6.71,4.62202916597
6.72,4.58685971756
6.73,4.55922657952
6.74,4.52908133803
6.75,4.49893609653
6.76,4.46125454466
6.77,4.42859719971
6.78,4.39593985475
6.79,4.37835513055
6.8,4.34820988905
6.81,4.32057675101
6.82,4.29043150952
6.83,4.26028626802
6.84,4.22009261269
6.85,4.19999578503
6.86,4.16985054354
6.87,4.14724161241
6.88,4.112072164
6.89,4.08192692251
6.9,4.06183009484
6.91,4.03922116372
6.92,4.00656381877
6.93,3.97390647381
6.94,3.95632174961
6.95,3.92115230119
6.96,3.89854337007
6.97,3.87844654241
6.98,3.85081340437
6.99,3.82066816288
7,3.7955471283
7.01,3.76791399026
7.02,3.75032926605
7.03,3.71515981764
7.04,3.69003878306
7.05,3.66491774848
7.06,3.6397967139
7.07,3.62221198969
7.08,3.60211516203
7.09,3.57196992053
7.1,3.55438519633
7.11,3.51921574792
7.12,3.50163102371
7.13,3.47902209259
7.14,3.44887685109
7.15,3.42878002343
7.16,3.40868319577
7.17,3.38607426464
7.18,3.36346533352
7.19,3.3408564024
7.2,3.32075957474
7.21,3.30317485053
7.22,3.27554171249
7.23,3.245396471
7.24,3.23283595371
7.25,3.21776333296
7.26,3.19515440184
7.27,3.1675212638
7.28,3.15496074651
7.29,3.13235181539
7.3,3.10974288427
7.31,3.07959764277
7.32,3.06452502202
7.33,3.03940398744
7.34,3.02433136669
7.35,3.00925874595
7.36,2.97911350445
7.37,2.96655298716
7.38,2.95148036641
7.39,2.93138353875
7.4,2.90877460763
7.41,2.89118988342
7.42,2.87109305576
7.43,2.85350833155
7.44,2.82336309006
7.45,2.81833888314
7.46,2.78819364164
7.47,2.77060891744
7.48,2.76056050361
7.49,2.74046367594
7.5,2.72287895174
7.51,2.6952458137
7.52,2.68519739987
7.53,2.6651005722
7.54,2.64249164108
7.55,2.62490691688
7.56,2.60732219267
7.57,2.59224957192
7.58,2.57968905463
7.59,2.56210433043
7.6,2.55205591659
7.61,2.52442277856
7.62,2.51939857164
7.63,2.4917654336
7.64,2.48422912323
7.65,2.46413229556
7.66,2.44654757136
7.67,2.42645074369
7.68,2.41891443332
7.69,2.39379339874
7.7,2.37872077799
7.71,2.3661602607
7.72,2.35862395033
7.73,2.34103922612
7.74,2.32345450192
7.75,2.31089398463
7.76,2.29833346734
7.77,2.26818822584
7.78,2.25562770855
7.79,2.24306719126
7.8,2.23553088089
7.81,2.21543405322
7.82,2.20538563939
7.83,2.1928251221
7.84,2.16770408752
7.85,2.16519198406
7.86,2.13755884603
7.87,2.13253463911
7.88,2.1149499149
7.89,2.10238939761
7.9,2.08731677687
7.91,2.07978046649
7.92,2.06470784574
7.93,2.04712312154
7.94,2.03456260425
7.95,2.0194899835
7.96,2.00944156967
7.97,1.99688105238
7.98,1.98934474201
7.99,1.96422370743
8,1.96422370743
8.01,1.94412687976
8.02,1.93156636247
8.03,1.9240300521
8.04,1.90393322443
8.05,1.8938848106
8.06,1.88132429331
8.07,1.87127587948
8.08,1.85620325873
8.09,1.8461548449
8.1,1.83359432761
8.11,1.8160096034
8.12,1.81349749995
8.13,1.7984248792
8.14,1.77832805153
8.15,1.77581594808
8.16,1.7682796377
8.17,1.74567070658
8.18,1.74567070658
8.19,1.72306177546
8.2,1.72306177546
8.21,1.71301336163
8.22,1.69291653396
8.23,1.69040443051
8.24,1.6728197063
8.25,1.65774708555
8.26,1.64769867172
8.27,1.64769867172
8.28,1.63262605097
8.29,1.61755343022
8.3,1.61252922331
8.31,1.59243239564
8.32,1.58489608527
8.33,1.5773597749
8.34,1.56731136106
8.35,1.55977505069
8.36,1.54972663686
8.37,1.53967822303
8.38,1.52209349882
8.39,1.51958139536
8.4,1.50953298153
8.41,1.4994845677
8.42,1.49446036078
8.43,1.48189984349
8.44,1.47185142966
8.45,1.46682722274
8.46,1.44421829162
8.47,1.44421829162
8.48,1.43165777433
8.49,1.41658515359
8.5,1.41156094667
8.51,1.40653673975
8.52,1.40151253284
8.53,1.38643991209
8.54,1.38141570517
8.55,1.37136729134
8.56,1.36131887751
8.57,1.35127046368
8.58,1.33870994639
8.59,1.33368573947
8.6,1.3261494291
8.61,1.31358891181
8.62,1.31358891181
8.63,1.29349208414
8.64,1.2960041876
8.65,1.28344367031
8.66,1.2784194634
8.67,1.27339525648
8.68,1.26334684265
8.69,1.25329842882
8.7,1.24073791153
8.71,1.23822580807
8.72,1.22817739424
8.73,1.2181289804
8.74,1.20808056657
8.75,1.20808056657
8.76,1.19552004928
8.77,1.19300794582
8.78,1.18547163545
8.79,1.17291111816
8.8,1.15783849741
8.81,1.15783849741
8.82,1.15783849741
8.83,1.14276587666
8.84,1.13522956629
8.85,1.12518115246
8.86,1.11513273863
8.87,1.11513273863
8.88,1.10759642825
8.89,1.10006011788
8.9,1.09252380751
8.91,1.07996329022
8.92,1.07996329022
8.93,1.06991487638
8.94,1.06237856601
8.95,1.05233015218
8.96,1.0447938418
8.97,1.03976963489
8.98,1.03725753143
8.99,1.02469701414
9,1.02972122106
9.01,1.01213649685
9.02,1.01967280722
9.03,0.99957597956
9.04,0.99957597956
9.05,0.992039669186
9.06,0.98701546227
9.07,0.984503358812
9.08,0.966918634606
9.09,0.966918634606
9.1,0.959382324232
9.11,0.954358117316
9.12,0.9493339104
9.13,0.93677339311
9.14,0.941797600026
9.15,0.934261289652
9.16,0.92421287582
9.17,0.919188668904
9.18,0.916676565446
9.19,0.906628151614
9.2,0.901603944698
9.21,0.901603944698
9.22,0.891555530866
9.23,0.878995013577
9.24,0.881507117035
9.25,0.868946599745
9.26,0.866434496287
9.27,0.868946599745
9.28,0.853873978997
9.29,0.851361875539
9.3,0.838801358249
9.31,0.836289254791
9.32,0.841313461707
9.33,0.821216634043
9.34,0.828752944417
9.35,0.818704530585
9.36,0.813680323669
9.37,0.803631909837
9.38,0.808656116753
9.39,0.796095599463
9.4,0.788559289089
9.41,0.793583496005
9.42,0.786047185631
9.43,0.778510875257
9.44,0.768462461425
9.45,0.773486668341
9.46,0.760926151051
9.47,0.755901944135
9.48,0.758414047593
9.49,0.745853530303
9.5,0.745853530303
9.51,0.740829323387
9.52,0.738317219929
9.53,0.733293013013
9.54,0.72575670264
9.55,0.715708288808
9.56,0.71319618535
9.57,0.71319618535
9.58,0.708171978434
9.59,0.708171978434
9.6,0.70063566806
9.61,0.695611461144
9.62,0.690587254228
9.63,0.690587254228
9.64,0.680538840396
9.65,0.673002530022
9.66,0.670490426564
9.67,0.667978323106
9.68,0.667978323106
9.69,0.655417805816
9.7,0.655417805816
9.71,0.657929909274
9.72,0.647881495442
9.73,0.640345185068
9.74,0.632808874694
9.75,0.635320978152
9.76,0.630296771236
9.77,0.622760460862
9.78,0.622760460862
9.79,0.62527256432
9.8,0.617736253946
9.81,0.61271204703
9.82,0.61271204703
9.83,0.60015152974
9.84,0.605175736656
9.85,0.602663633198
9.86,0.592615219366
9.87,0.590103115908
9.88,0.58759101245
9.89,0.582566805534
9.9,0.585078908992
9.91,0.567494184787
9.92,0.570006288245
9.93,0.567494184787
9.94,0.570006288245
9.95,0.559957874413
9.96,0.549909460581
9.97,0.547397357123
9.98,0.549909460581
9.99,0.544885253665
10,0.534836839833
10.01,0.534836839833
10.02,0.537348943291
10.03,0.537348943291
10.04,0.527300529459
10.05,0.522276322543
10.06,0.524788426001
10.07,0.514740012169
10.08,0.514740012169
10.09,0.517252115627
10.1,0.509715805253
10.11,0.507203701795
10.12,0.504691598337
10.13,0.494643184505
10.14,0.497155287963
10.15,0.497155287963
10.16,0.489618977589
10.17,0.487106874131
10.18,0.479570563757
10.19,0.479570563757
10.2,0.479570563757
10.21,0.479570563757
10.22,0.477058460299
10.23,0.464497943009
10.24,0.467010046467
10.25,0.461985839551
10.26,0.456961632635
10.27,0.459473736093
10.28,0.454449529177
10.29,0.446913218803
10.3,0.449425322261
10.31,0.446913218803
10.32,0.449425322261
10.33,0.441889011887
10.34,0.439376908429
10.35,0.434352701513
10.36,0.434352701513
10.37,0.434352701513
10.38,0.421792184223
10.39,0.424304287681
10.4,0.424304287681
10.41,0.419280080766
10.42,0.419280080766
10.43,0.421792184223
10.44,0.41425587385
10.45,0.416767977308
10.46,0.399183253102
10.47,0.40169535656
10.48,0.396671149644
10.49,0.399183253102
10.5,0.391646942728
10.51,0.38913483927
10.52,0.394159046186
10.53,0.38913483927
10.54,0.386622735812
10.55,0.379086425438
10.56,0.379086425438
10.57,0.379086425438
10.58,0.371550115064
10.59,0.374062218522
10.6,0.369038011606
10.61,0.369038011606
10.62,0.374062218522
10.63,0.361501701232
10.64,0.366525908148
10.65,0.361501701232
10.66,0.353965390858
10.67,0.356477494316
10.68,0.358989597774
10.69,0.346429080484
10.7,0.343916977026
10.71,0.343916977026
10.72,0.346429080484
10.73,0.341404873568
10.74,0.33889277011
10.75,0.333868563194
10.76,0.333868563194
10.77,0.331356459736
10.78,0.333868563194
10.79,0.32633225282
10.8,0.336380666652
10.81,0.32633225282
10.82,0.321308045904
10.83,0.323820149362
10.84,0.323820149362
10.85,0.323820149362
10.86,0.318795942446
10.87,0.311259632072
10.88,0.31377173553
10.89,0.311259632072
10.9,0.308747528614
10.91,0.31377173553
10.92,0.298699114782
10.93,0.303723321698
10.94,0.293674907866
10.95,0.298699114782
10.96,0.30121121824
10.97,0.298699114782
10.98,0.28865070095
10.99,0.291162804408
11,0.296187011324
11.01,0.28865070095
11.02,0.281114390576
11.03,0.281114390576
11.04,0.283626494034
11.05,0.28865070095
11.06,0.278602287118
11.07,0.273578080202
11.08,0.268553873286
11.09,0.273578080202
11.1,0.273578080202
11.11,0.273578080202
11.12,0.268553873286
11.13,0.268553873286
11.14,0.261017562913
11.15,0.271065976744
11.16,0.258505459455
11.17,0.263529666371
11.18,0.266041769829
11.19,0.261017562913
11.2,0.250969149081
11.21,0.250969149081
11.22,0.250969149081
11.23,0.253481252539
11.24,0.250969149081
11.25,0.255993355997
11.26,0.248457045623
11.27,0.248457045623
11.28,0.245944942165
11.29,0.243432838707
11.3,0.238408631791
11.31,0.245944942165
11.32,0.238408631791
11.33,0.238408631791
11.34,0.230872321417
11.35,0.235896528333
11.36,0.240920735249
11.37,0.225848114501
11.38,0.223336011043
11.39,0.235896528333
11.4,0.228360217959
11.41,0.220823907585
11.42,0.225848114501
11.43,0.223336011043
11.44,0.220823907585
11.45,0.215799700669
11.46,0.213287597211
11.47,0.220823907585
11.48,0.220823907585
11.49,0.210775493753
11.5,0.215799700669
