"Latest: Time (s)","Latest: Temperature (°C)"
25.42,4.95854785464
25.44,4.52859936618
25.46,4.52859936618
25.48,3.66870238926
25.5,4.09865087772
25.52,3.45372814503
25.54,4.09865087772
25.56,3.66870238926
25.58,3.88367663349
25.6,4.09865087772
25.62,3.66870238926
25.64,4.95854785464
25.66,3.66870238926
25.68,4.95854785464
25.7,3.66870238926
25.72,4.52859936618
25.74,4.52859936618
25.76,4.52859936618
25.78,4.31362512195
25.8,4.95854785464
25.82,4.52859936618
25.84,3.66870238926
25.86,4.09865087772
25.88,4.52859936618
25.9,4.09865087772
25.92,4.52859936618
25.94,4.52859936618
25.96,4.52859936618
25.98,4.95854785464
26,4.52859936618
26.02,4.52859936618
26.04,4.09865087772
26.06,4.31362512195
26.08,4.09865087772
26.1,3.88367663349
26.12,4.95854785464
26.14,3.66870238926
26.16,4.31362512195
26.18,4.31362512195
26.2,5.17352209887
26.22,4.52859936618
26.24,5.17352209887
26.26,4.09865087772
26.28,5.17352209887
26.3,4.09865087772
26.32,4.52859936618
26.34,4.52859936618
26.36,3.88367663349
26.38,4.74357361041
26.4,3.45372814503
26.42,4.74357361041
26.44,3.88367663349
26.46,5.17352209887
26.48,3.88367663349
26.5,3.88367663349
26.52,4.09865087772
26.54,4.52859936618
26.56,4.09865087772
26.58,4.52859936618
26.6,4.52859936618
26.62,3.88367663349
26.64,4.52859936618
26.66,4.09865087772
26.68,4.31362512195
26.7,4.09865087772
26.72,4.95854785464
26.74,4.09865087772
26.76,4.52859936618
26.78,3.66870238926
26.8,4.09865087772
26.82,3.66870238926
26.84,4.31362512195
26.86,4.74357361041
26.88,3.2387539008
26.9,4.52859936618
26.92,4.52859936618
26.94,4.74357361041
26.96,3.45372814503
26.98,4.52859936618
27,4.31362512195
27.02,5.17352209887
27.04,4.09865087772
27.06,4.74357361041
27.08,3.45372814503
27.1,4.09865087772
27.12,4.52859936618
27.14,3.88367663349
27.16,4.52859936618
27.18,4.09865087772
27.2,4.09865087772
27.22,3.45372814503
27.24,4.09865087772
27.26,3.2387539008
27.28,4.95854785464
27.3,4.52859936618
27.32,4.31362512195
27.34,4.09865087772
27.36,3.88367663349
27.38,4.31362512195
27.4,4.09865087772
27.42,4.74357361041
27.44,3.45372814503
27.46,4.95854785464
27.48,4.52859936618
27.5,4.09865087772
27.52,3.88367663349
27.54,4.74357361041
27.56,4.09865087772
27.58,4.09865087772
27.6,4.74357361041
27.62,4.74357361041
27.64,4.31362512195
27.66,3.66870238926
27.68,4.52859936618
27.7,4.52859936618
27.72,4.74357361041
27.74,4.09865087772
27.76,4.52859936618
27.78,3.66870238926
27.8,4.74357361041
27.82,4.31362512195
27.84,4.95854785464
27.86,4.09865087772
27.88,4.31362512195
27.9,4.09865087772
27.92,3.88367663349
27.94,4.74357361041
27.96,4.09865087772
27.98,4.52859936618
28,3.88367663349
28.02,4.52859936618
28.04,3.45372814503
28.06,4.52859936618
28.08,4.09865087772
28.1,4.52859936618
28.12,4.09865087772
28.14,4.52859936618
28.16,3.66870238926
28.18,3.88367663349
28.2,4.95854785464
28.22,3.66870238926
28.24,4.52859936618
28.26,4.09865087772
28.28,4.52859936618
28.3,3.88367663349
28.32,5.17352209887
28.34,4.52859936618
28.36,4.74357361041
28.38,3.88367663349
28.4,4.74357361041
28.42,3.66870238926
28.44,3.88367663349
28.46,3.88367663349
28.48,3.66870238926
28.5,4.95854785464
28.52,4.09865087772
28.54,4.31362512195
28.56,4.52859936618
28.58,4.09865087772
28.6,4.09865087772
28.62,4.31362512195
28.64,4.09865087772
28.66,4.31362512195
28.68,3.66870238926
28.7,4.09865087772
28.72,4.74357361041
28.74,4.09865087772
28.76,4.74357361041
28.78,4.09865087772
28.8,5.17352209887
28.82,4.31362512195
28.84,4.09865087772
28.86,4.52859936618
28.88,4.52859936618
28.9,3.88367663349
28.92,3.2387539008
28.94,3.66870238926
28.96,4.52859936618
28.98,3.66870238926
29,4.09865087772
29.02,5.17352209887
29.04,4.52859936618
29.06,4.74357361041
29.08,4.52859936618
29.1,4.74357361041
29.12,4.31362512195
29.14,4.31362512195
29.16,4.74357361041
29.18,3.88367663349
29.2,4.52859936618
29.22,4.52859936618
29.24,4.95854785464
29.26,4.09865087772
29.28,4.95854785464
29.3,3.45372814503
29.32,4.95854785464
29.34,3.88367663349
29.36,4.52859936618
29.38,3.66870238926
29.4,3.88367663349
29.42,4.52859936618
29.44,4.09865087772
29.46,4.95854785464
29.48,4.52859936618
29.5,4.52859936618
29.52,4.09865087772
29.54,4.09865087772
29.56,4.52859936618
29.58,4.74357361041
29.6,3.88367663349
29.62,4.95854785464
29.64,4.31362512195
29.66,4.31362512195
29.68,4.09865087772
29.7,4.52859936618
29.72,4.95854785464
29.74,3.66870238926
29.76,4.52859936618
29.78,4.09865087772
29.8,4.95854785464
29.82,4.52859936618
29.84,4.52859936618
29.86,3.66870238926
29.88,4.09865087772
29.9,4.52859936618
29.92,4.09865087772
29.94,4.95854785464
29.96,4.09865087772
29.98,4.09865087772
30,4.52859936618
30.02,4.09865087772
30.04,4.09865087772
30.06,4.95854785464
30.08,4.09865087772
30.1,4.09865087772
30.12,4.09865087772
30.14,4.09865087772
30.16,3.45372814503
30.18,4.09865087772
30.2,4.52859936618
30.22,3.45372814503
30.24,4.95854785464
30.26,4.09865087772
30.28,4.52859936618
30.3,3.88367663349
30.32,4.74357361041
30.34,3.66870238926
30.36,4.95854785464
30.38,4.52859936618
30.4,4.95854785464
30.42,3.88367663349
30.44,3.88367663349
30.46,3.88367663349
30.48,4.52859936618
30.5,4.52859936618
30.52,4.52859936618
30.54,4.95854785464
30.56,4.52859936618
30.58,3.88367663349
30.6,3.66870238926
30.62,5.17352209887
30.64,4.09865087772
30.66,3.66870238926
30.68,4.31362512195
30.7,3.88367663349
30.72,4.52859936618
30.74,3.66870238926
30.76,3.88367663349
30.78,4.31362512195
30.8,4.74357361041
30.82,4.09865087772
30.84,4.74357361041
30.86,3.66870238926
30.88,4.31362512195
30.9,3.88367663349
30.92,3.45372814503
30.94,4.74357361041
30.96,4.74357361041
30.98,4.74357361041
31,4.52859936618
31.02,4.09865087772
31.04,4.74357361041
31.06,4.52859936618
31.08,4.09865087772
31.1,3.88367663349
31.12,3.66870238926
31.14,4.74357361041
31.16,3.88367663349
31.18,4.09865087772
31.2,3.88367663349
31.22,4.09865087772
31.24,4.52859936618
31.26,4.09865087772
31.28,5.17352209887
31.3,4.09865087772
31.32,4.74357361041
31.34,3.66870238926
31.36,4.09865087772
31.38,3.66870238926
31.4,4.52859936618
31.42,4.09865087772
31.44,4.52859936618
31.46,5.17352209887
31.48,3.88367663349
31.5,4.95854785464
31.52,4.52859936618
31.54,4.52859936618
31.56,3.88367663349
31.58,4.09865087772
31.6,4.52859936618
31.62,4.52859936618
31.64,4.52859936618
31.66,4.09865087772
31.68,4.09865087772
31.7,3.45372814503
31.72,5.17352209887
31.74,4.52859936618
31.76,4.52859936618
31.78,4.09865087772
31.8,3.88367663349
31.82,3.88367663349
31.84,3.88367663349
31.86,4.09865087772
31.88,4.74357361041
31.9,3.88367663349
31.92,3.66870238926
31.94,4.09865087772
31.96,3.88367663349
31.98,4.31362512195
32,4.09865087772
32.02,4.95854785464
32.04,4.31362512195
32.06,4.52859936618
32.08,3.66870238926
32.1,4.52859936618
32.12,4.09865087772
32.14,3.2387539008
32.16,4.95854785464
32.18,3.45372814503
32.2,4.74357361041
32.22,3.45372814503
32.24,4.74357361041
32.26,3.66870238926
32.28,4.95854785464
32.3,3.45372814503
32.32,4.74357361041
32.34,4.95854785464
32.36,4.31362512195
32.38,3.88367663349
32.4,3.88367663349
32.42,4.95854785464
32.44,3.66870238926
32.46,4.52859936618
32.48,3.88367663349
32.5,4.52859936618
32.52,3.45372814503
32.54,4.31362512195
32.56,3.88367663349
32.58,3.88367663349
32.6,4.31362512195
32.62,3.66870238926
32.64,4.52859936618
32.66,3.45372814503
32.68,4.09865087772
32.7,3.45372814503
32.72,3.88367663349
32.74,3.45372814503
32.76,4.31362512195
32.78,3.88367663349
32.8,4.31362512195
32.82,4.52859936618
32.84,3.66870238926
32.86,4.95854785464
32.88,3.45372814503
32.9,4.52859936618
32.92,3.45372814503
32.94,4.52859936618
32.96,3.66870238926
32.98,4.52859936618
33,3.45372814503
33.02,4.52859936618
33.04,4.09865087772
33.06,3.66870238926
33.08,4.09865087772
33.1,3.88367663349
33.12,4.52859936618
33.14,4.74357361041
33.16,4.74357361041
33.18,4.09865087772
33.2,4.09865087772
33.22,3.66870238926
33.24,4.31362512195
33.26,3.45372814503
33.28,4.74357361041
33.3,4.74357361041
33.32,4.52859936618
33.34,4.74357361041
33.36,4.09865087772
33.38,4.74357361041
33.4,3.88367663349
33.42,4.52859936618
33.44,4.52859936618
33.46,4.95854785464
33.48,3.88367663349
33.5,4.52859936618
33.52,3.66870238926
33.54,3.88367663349
33.56,3.88367663349
33.58,3.88367663349
33.6,4.52859936618
33.62,3.88367663349
33.64,5.17352209887
33.66,4.31362512195
33.68,4.74357361041
33.7,3.88367663349
33.72,3.88367663349
33.74,3.66870238926
33.76,4.52859936618
33.78,4.52859936618
33.8,3.2387539008
33.82,4.52859936618
33.84,4.09865087772
33.86,3.88367663349
33.88,3.88367663349
33.9,4.52859936618
33.92,4.74357361041
33.94,3.88367663349
33.96,4.09865087772
33.98,4.52859936618
34,4.31362512195
34.02,3.66870238926
34.04,4.52859936618
34.06,4.31362512195
34.08,4.95854785464
34.1,4.52859936618
34.12,4.74357361041
34.14,3.66870238926
34.16,4.74357361041
34.18,4.09865087772
34.2,4.95854785464
34.22,4.09865087772
34.24,4.95854785464
34.26,4.09865087772
34.28,3.2387539008
34.3,4.52859936618
34.32,3.88367663349
34.34,4.95854785464
34.36,3.66870238926
34.38,5.17352209887
34.4,3.88367663349
34.42,4.09865087772
34.44,4.09865087772
34.46,4.95854785464
34.48,3.88367663349
34.5,3.66870238926
34.52,4.09865087772
34.54,4.09865087772
34.56,4.95854785464
34.58,4.09865087772
34.6,4.95854785464
34.62,4.74357361041
34.64,4.95854785464
34.66,4.09865087772
34.68,4.09865087772
34.7,4.09865087772
34.72,4.31362512195
34.74,3.88367663349
34.76,3.88367663349
34.78,4.52859936618
34.8,4.52859936618
34.82,4.95854785464
34.84,3.88367663349
34.86,4.74357361041
34.88,3.66870238926
34.9,4.52859936618
34.92,4.52859936618
34.94,4.95854785464
34.96,4.31362512195
34.98,4.09865087772
35,4.52859936618
35.02,3.88367663349
35.04,4.52859936618
35.06,4.09865087772
35.08,4.52859936618
35.1,3.66870238926
35.12,4.09865087772
35.14,3.88367663349
35.16,4.74357361041
35.18,3.88367663349
35.2,4.09865087772
35.22,4.09865087772
35.24,4.09865087772
35.26,4.09865087772
35.28,3.66870238926
35.3,4.09865087772
35.32,3.88367663349
35.34,4.31362512195
