"Latest: Time (s)","Latest: Temperature (°C)"
25.66,20.6516676834
25.68,20.6516676834
25.7,20.8666419276
25.72,21.7265389045
25.74,20.8666419276
25.76,20.6516676834
25.78,20.6516676834
25.8,21.0816161718
25.82,20.2217191949
25.84,20.4366934392
25.86,20.4366934392
25.88,20.6516676834
25.9,21.2965904161
25.92,20.4366934392
25.94,20.4366934392
25.96,21.2965904161
25.98,21.2965904161
26,20.2217191949
26.02,20.4366934392
26.04,21.0816161718
26.06,21.0816161718
26.08,20.0067449507
26.1,21.7265389045
26.12,20.6516676834
26.14,21.0816161718
26.16,20.8666419276
26.18,20.6516676834
26.2,20.6516676834
26.22,21.2965904161
26.24,20.4366934392
26.26,20.8666419276
26.28,20.0067449507
26.3,20.0067449507
26.32,21.2965904161
26.34,20.2217191949
26.36,20.6516676834
26.38,20.2217191949
26.4,21.0816161718
26.42,20.0067449507
26.44,20.6516676834
26.46,19.7917707065
26.48,21.0816161718
26.5,20.0067449507
26.52,21.0816161718
26.54,20.6516676834
26.56,21.2965904161
26.58,20.6516676834
26.6,20.4366934392
26.62,20.4366934392
26.64,20.8666419276
26.66,19.7917707065
26.68,20.4366934392
26.7,20.0067449507
26.72,20.4366934392
26.74,20.4366934392
26.76,20.8666419276
26.78,20.6516676834
26.8,20.0067449507
26.82,21.0816161718
26.84,20.6516676834
26.86,21.0816161718
26.88,20.0067449507
26.9,21.0816161718
26.92,20.8666419276
26.94,21.2965904161
26.96,20.2217191949
26.98,20.0067449507
27,20.4366934392
27.02,20.6516676834
27.04,19.5767964622
27.06,20.4366934392
27.08,20.4366934392
27.1,20.6516676834
27.12,20.0067449507
27.14,20.2217191949
27.16,20.2217191949
27.18,20.8666419276
27.2,19.5767964622
27.22,20.8666419276
27.24,20.6516676834
27.26,19.7917707065
27.28,20.4366934392
27.3,20.2217191949
27.32,20.2217191949
27.34,19.7917707065
27.36,20.0067449507
27.38,20.2217191949
27.4,20.8666419276
27.42,20.2217191949
27.44,20.2217191949
27.46,19.5767964622
27.48,20.6516676834
27.5,19.5767964622
27.52,20.6516676834
27.54,20.0067449507
27.56,20.0067449507
27.58,20.4366934392
27.6,20.0067449507
27.62,20.2217191949
27.64,20.4366934392
27.66,19.5767964622
27.68,20.4366934392
27.7,20.4366934392
27.72,20.4366934392
27.74,20.2217191949
27.76,20.2217191949
27.78,20.0067449507
27.8,19.5767964622
27.82,20.0067449507
27.84,19.7917707065
27.86,19.7917707065
27.88,19.361822218
27.9,20.2217191949
27.92,20.4366934392
27.94,20.0067449507
27.96,20.0067449507
27.98,20.4366934392
28,19.5767964622
28.02,20.0067449507
28.04,20.4366934392
28.06,20.2217191949
28.08,20.0067449507
28.1,20.0067449507
28.12,20.2217191949
28.14,20.6516676834
28.16,19.5767964622
28.18,19.7917707065
28.2,19.361822218
28.22,20.2217191949
28.24,20.4366934392
28.26,20.2217191949
28.28,19.5767964622
28.3,20.0067449507
28.32,20.2217191949
28.34,19.7917707065
28.36,20.0067449507
28.38,19.7917707065
28.4,20.2217191949
28.42,20.2217191949
28.44,20.8666419276
28.46,20.2217191949
28.48,20.2217191949
28.5,20.0067449507
28.52,20.2217191949
28.54,19.7917707065
28.56,20.2217191949
28.58,20.2217191949
28.6,20.2217191949
28.62,19.7917707065
28.64,20.2217191949
28.66,19.5767964622
28.68,19.5767964622
28.7,19.7917707065
28.72,20.4366934392
28.74,20.2217191949
28.76,20.0067449507
28.78,20.0067449507
28.8,19.5767964622
28.82,20.4366934392
28.84,19.7917707065
28.86,20.0067449507
28.88,20.2217191949
28.9,20.0067449507
28.92,19.5767964622
28.94,20.4366934392
28.96,19.7917707065
28.98,20.6516676834
29,20.0067449507
29.02,20.0067449507
29.04,19.5767964622
29.06,20.0067449507
29.08,19.1468479738
29.1,19.5767964622
29.12,19.5767964622
29.14,20.4366934392
29.16,19.7917707065
29.18,19.7917707065
29.2,19.5767964622
29.22,19.7917707065
29.24,19.5767964622
29.26,19.7917707065
29.28,19.5767964622
29.3,20.0067449507
29.32,20.4366934392
29.34,19.5767964622
29.36,19.5767964622
29.38,19.361822218
29.4,20.2217191949
29.42,19.361822218
29.44,19.7917707065
29.46,19.361822218
29.48,20.2217191949
29.5,19.5767964622
29.52,20.0067449507
29.54,18.9318737296
29.56,19.361822218
29.58,19.5767964622
29.6,20.6516676834
29.62,19.5767964622
29.64,20.0067449507
29.66,19.361822218
29.68,19.5767964622
29.7,19.5767964622
29.72,19.361822218
29.74,19.5767964622
29.76,19.5767964622
29.78,19.5767964622
29.8,18.9318737296
29.82,18.9318737296
29.84,19.361822218
29.86,19.1468479738
29.88,19.7917707065
29.9,19.5767964622
29.92,19.1468479738
29.94,20.2217191949
29.96,18.9318737296
29.98,20.0067449507
30,18.9318737296
30.02,19.7917707065
30.04,19.361822218
30.06,19.7917707065
30.08,19.5767964622
30.1,18.9318737296
30.12,19.361822218
30.14,20.2217191949
30.16,19.7917707065
30.18,19.7917707065
30.2,19.5767964622
30.22,18.7168994853
30.24,19.7917707065
30.26,18.5019252411
30.28,20.2217191949
30.3,19.361822218
30.32,20.2217191949
30.34,19.1468479738
30.36,20.4366934392
30.38,19.361822218
30.4,19.5767964622
30.42,19.1468479738
30.44,20.2217191949
30.46,19.5767964622
30.48,20.0067449507
30.5,19.1468479738
30.52,19.7917707065
30.54,19.1468479738
30.56,19.5767964622
30.58,19.1468479738
30.6,19.5767964622
30.62,19.5767964622
30.64,18.9318737296
30.66,19.5767964622
30.68,19.1468479738
30.7,19.5767964622
30.72,18.9318737296
30.74,19.5767964622
30.76,19.5767964622
30.78,19.5767964622
30.8,19.1468479738
30.82,20.2217191949
30.84,19.361822218
30.86,19.5767964622
30.88,19.5767964622
30.9,19.5767964622
30.92,19.361822218
30.94,20.0067449507
30.96,19.1468479738
30.98,18.9318737296
31,19.1468479738
31.02,20.0067449507
31.04,18.7168994853
31.06,19.1468479738
31.08,19.5767964622
31.1,19.1468479738
31.12,19.7917707065
31.14,18.9318737296
31.16,19.1468479738
31.18,19.1468479738
31.2,20.0067449507
31.22,18.7168994853
31.24,19.7917707065
31.26,18.9318737296
31.28,19.361822218
31.3,19.5767964622
31.32,19.5767964622
31.34,18.7168994853
31.36,19.5767964622
31.38,18.7168994853
31.4,18.9318737296
31.42,18.7168994853
31.44,19.361822218
31.46,19.1468479738
31.48,18.9318737296
31.5,19.1468479738
31.52,20.0067449507
31.54,18.9318737296
31.56,18.5019252411
31.58,18.7168994853
31.6,18.9318737296
31.62,19.7917707065
31.64,18.9318737296
31.66,19.5767964622
31.68,18.2869509969
31.7,20.0067449507
31.72,19.5767964622
31.74,19.1468479738
31.76,18.7168994853
31.78,19.1468479738
31.8,18.9318737296
31.82,19.361822218
31.84,18.9318737296
31.86,19.5767964622
31.88,18.2869509969
31.9,19.1468479738
31.92,18.9318737296
31.94,19.7917707065
31.96,19.5767964622
31.98,19.361822218
32,18.9318737296
32.02,18.5019252411
32.04,18.7168994853
32.06,18.7168994853
32.08,18.7168994853
32.1,18.7168994853
32.12,19.1468479738
32.14,18.9318737296
32.16,18.9318737296
32.18,18.9318737296
32.2,20.0067449507
32.22,18.9318737296
32.24,18.9318737296
32.26,18.5019252411
32.28,18.7168994853
32.3,18.9318737296
32.32,19.7917707065
32.34,18.5019252411
32.36,19.5767964622
32.38,18.7168994853
32.4,19.7917707065
32.42,18.9318737296
32.44,18.7168994853
32.46,18.2869509969
32.48,18.7168994853
32.5,18.5019252411
32.52,18.7168994853
32.54,18.2869509969
32.56,17.8570025084
32.58,18.7168994853
32.6,19.1468479738
32.62,19.5767964622
32.64,19.1468479738
32.66,19.361822218
32.68,18.9318737296
32.7,18.9318737296
32.72,18.7168994853
32.74,19.361822218
32.76,18.2869509969
32.78,18.7168994853
32.8,19.361822218
32.82,19.1468479738
32.84,18.2869509969
32.86,18.9318737296
32.88,18.2869509969
32.9,19.361822218
32.92,18.9318737296
32.94,19.1468479738
32.96,18.9318737296
32.98,19.1468479738
33,19.361822218
33.02,18.9318737296
33.04,18.9318737296
33.06,18.5019252411
33.08,18.7168994853
33.1,18.5019252411
33.12,19.361822218
33.14,18.9318737296
33.16,19.5767964622
33.18,18.5019252411
33.2,19.1468479738
33.22,19.1468479738
33.24,19.5767964622
33.26,18.7168994853
33.28,19.1468479738
33.3,18.7168994853
33.32,19.1468479738
33.34,19.361822218
33.36,19.5767964622
33.38,18.9318737296
33.4,19.5767964622
33.42,18.9318737296
33.44,19.1468479738
33.46,18.2869509969
33.48,19.5767964622
33.5,18.7168994853
33.52,18.9318737296
33.54,18.2869509969
33.56,18.7168994853
33.58,18.9318737296
33.6,19.1468479738
33.62,18.9318737296
33.64,18.5019252411
33.66,18.9318737296
33.68,18.7168994853
33.7,18.5019252411
33.72,18.0719767526
33.74,18.5019252411
33.76,18.5019252411
33.78,19.5767964622
33.8,18.5019252411
33.82,18.7168994853
33.84,18.2869509969
33.86,19.1468479738
33.88,18.7168994853
33.9,18.7168994853
33.92,18.0719767526
33.94,18.9318737296
33.96,18.7168994853
33.98,19.361822218
34,19.1468479738
34.02,19.361822218
34.04,18.5019252411
34.06,18.9318737296
34.08,18.7168994853
34.1,18.7168994853
34.12,18.5019252411
34.14,17.8570025084
34.16,18.7168994853
34.18,18.7168994853
34.2,19.1468479738
34.22,18.9318737296
34.24,18.9318737296
34.26,18.7168994853
34.28,18.9318737296
34.3,18.7168994853
34.32,18.9318737296
34.34,19.1468479738
34.36,19.1468479738
34.38,18.5019252411
34.4,18.5019252411
34.42,18.5019252411
34.44,18.7168994853
34.46,18.5019252411
34.48,18.7168994853
34.5,18.5019252411
34.52,18.2869509969
34.54,18.0719767526
34.56,18.7168994853
34.58,18.5019252411
34.6,18.5019252411
34.62,18.0719767526
34.64,18.2869509969
34.66,19.1468479738
34.68,18.2869509969
34.7,18.0719767526
34.72,18.2869509969
34.74,19.361822218
34.76,17.8570025084
34.78,19.361822218
34.8,18.2869509969
34.82,18.5019252411
34.84,18.5019252411
34.86,18.5019252411
34.88,18.5019252411
34.9,18.7168994853
34.92,18.0719767526
34.94,19.1468479738
34.96,18.2869509969
34.98,18.2869509969
35,18.5019252411
35.02,19.361822218
35.04,18.2869509969
35.06,18.7168994853
35.08,18.7168994853
35.1,18.2869509969
35.12,18.5019252411
35.14,18.5019252411
35.16,18.5019252411
35.18,18.5019252411
35.2,18.9318737296
35.22,18.5019252411
35.24,18.7168994853
35.26,18.2869509969
35.28,18.2869509969
35.3,17.8570025084
35.32,19.5767964622
35.34,18.2869509969
35.36,18.7168994853
35.38,18.0719767526
35.4,18.9318737296
35.42,18.9318737296
35.44,19.361822218
35.46,17.8570025084
35.48,19.361822218
35.5,18.2869509969
35.52,18.7168994853
35.54,18.2869509969
35.56,18.7168994853
35.58,18.5019252411
35.6,18.7168994853
35.62,18.2869509969
35.64,18.5019252411
35.66,18.5019252411
35.68,17.8570025084
35.7,18.7168994853
35.72,18.0719767526
35.74,19.1468479738
35.76,17.8570025084
35.78,19.361822218
35.8,18.2869509969
35.82,18.2869509969
35.84,18.2869509969
35.86,19.1468479738
35.88,18.7168994853
35.9,18.2869509969
35.92,18.2869509969
35.94,18.2869509969
35.96,18.2869509969
35.98,18.7168994853
36,18.2869509969
36.02,19.1468479738
36.04,18.0719767526
36.06,19.1468479738
36.08,17.8570025084
36.1,19.361822218
36.12,18.2869509969
36.14,18.7168994853
36.16,18.2869509969
36.18,17.8570025084
36.2,18.2869509969
36.22,18.5019252411
36.24,18.9318737296
36.26,18.7168994853
36.28,18.7168994853
36.3,18.0719767526
36.32,18.7168994853
36.34,18.2869509969
36.36,19.361822218
36.38,17.6420282642
36.4,18.7168994853
36.42,18.0719767526
36.44,18.7168994853
36.46,17.8570025084
36.48,18.7168994853
36.5,18.7168994853
36.52,18.7168994853
36.54,18.2869509969
36.56,18.0719767526
36.58,18.0719767526
36.6,18.7168994853
36.62,18.2869509969
36.64,18.0719767526
36.66,18.2869509969
36.68,18.7168994853
36.7,18.2869509969
36.72,18.7168994853
36.74,18.2869509969
36.76,18.5019252411
36.78,18.5019252411
36.8,17.6420282642
36.82,18.2869509969
36.84,17.8570025084
36.86,18.7168994853
36.88,18.2869509969
36.9,18.5019252411
36.92,17.6420282642
36.94,18.7168994853
36.96,18.7168994853
36.98,18.7168994853
37,17.6420282642
37.02,17.8570025084
37.04,18.0719767526
37.06,18.9318737296
37.08,17.6420282642
37.1,18.7168994853
37.12,17.6420282642
37.14,17.8570025084
37.16,18.5019252411
37.18,18.9318737296
37.2,18.2869509969
37.22,18.2869509969
37.24,18.2869509969
37.26,19.1468479738
37.28,18.0719767526
37.3,18.0719767526
37.32,17.6420282642
37.34,19.1468479738
37.36,18.7168994853
37.38,17.6420282642
37.4,18.0719767526
37.42,17.8570025084
37.44,18.0719767526
37.46,17.4270540199
37.48,18.9318737296
37.5,18.5019252411
37.52,18.7168994853
37.54,17.6420282642
37.56,18.5019252411
37.58,17.6420282642
37.6,18.5019252411
37.62,17.6420282642
37.64,18.0719767526
37.66,18.2869509969
37.68,18.7168994853
37.7,18.5019252411
37.72,18.9318737296
37.74,18.2869509969
37.76,18.2869509969
37.78,18.0719767526
37.8,18.7168994853
37.82,18.2869509969
37.84,18.7168994853
37.86,18.0719767526
37.88,18.9318737296
37.9,18.7168994853
37.92,18.7168994853
37.94,18.5019252411
37.96,17.2120797757
37.98,18.5019252411
38,17.8570025084
38.02,18.2869509969
38.04,17.8570025084
38.06,18.0719767526
38.08,18.0719767526
38.1,17.8570025084
38.12,17.6420282642
38.14,18.2869509969
38.16,17.6420282642
38.18,18.9318737296
38.2,17.6420282642
38.22,18.7168994853
38.24,18.7168994853
38.26,18.9318737296
38.28,17.8570025084
38.3,17.8570025084
38.32,18.5019252411
38.34,17.8570025084
38.36,17.6420282642
38.38,18.5019252411
38.4,18.2869509969
38.42,18.5019252411
38.44,18.2869509969
38.46,17.8570025084
38.48,18.5019252411
38.5,18.2869509969
38.52,18.0719767526
38.54,17.4270540199
38.56,18.9318737296
38.58,18.0719767526
38.6,18.0719767526
38.62,17.4270540199
38.64,18.5019252411
38.66,18.0719767526
38.68,18.0719767526
38.7,17.6420282642
38.72,18.5019252411
38.74,18.0719767526
38.76,18.5019252411
38.78,17.6420282642
38.8,18.7168994853
38.82,17.4270540199
38.84,18.9318737296
38.86,17.6420282642
38.88,18.7168994853
38.9,17.6420282642
38.92,18.2869509969
38.94,18.7168994853
38.96,18.5019252411
38.98,18.7168994853
39,18.0719767526
39.02,18.7168994853
39.04,17.6420282642
39.06,18.5019252411
39.08,18.2869509969
39.1,17.8570025084
39.12,17.8570025084
39.14,18.2869509969
39.16,18.2869509969
39.18,18.2869509969
39.2,16.3521827988
39.22,17.8570025084
39.24,17.8570025084
39.26,18.9318737296
39.28,18.5019252411
39.3,18.9318737296
39.32,18.2869509969
39.34,17.8570025084
39.36,18.0719767526
39.38,18.7168994853
39.4,18.0719767526
39.42,18.5019252411
39.44,18.0719767526
39.46,18.2869509969
39.48,18.2869509969
39.5,17.6420282642
39.52,17.4270540199
39.54,17.2120797757
39.56,18.7168994853
39.58,18.0719767526
39.6,18.5019252411
39.62,18.0719767526
39.64,18.5019252411
39.66,17.2120797757
39.68,18.2869509969
39.7,17.6420282642
39.72,17.8570025084
39.74,17.4270540199
39.76,17.8570025084
39.78,17.8570025084
39.8,18.0719767526
39.82,17.8570025084
39.84,18.7168994853
39.86,18.0719767526
39.88,18.5019252411
39.9,17.6420282642
39.92,18.5019252411
39.94,18.0719767526
39.96,18.7168994853
39.98,17.8570025084
40,17.4270540199
40.02,17.6420282642
40.04,17.4270540199
40.06,18.2869509969
40.08,17.8570025084
40.1,18.7168994853
40.12,17.8570025084
40.14,18.5019252411
40.16,18.2869509969
40.18,18.5019252411
40.2,17.8570025084
40.22,18.5019252411
40.24,18.0719767526
40.26,17.8570025084
40.28,17.4270540199
40.3,18.2869509969
40.32,18.2869509969
40.34,18.2869509969
40.36,17.8570025084
40.38,18.5019252411
40.4,18.2869509969
40.42,18.0719767526
40.44,17.8570025084
40.46,17.8570025084
40.48,18.0719767526
40.5,17.2120797757
40.52,18.5019252411
40.54,17.4270540199
40.56,18.7168994853
40.58,18.0719767526
40.6,18.2869509969
40.62,18.2869509969
40.64,17.8570025084
40.66,17.8570025084
40.68,18.0719767526
40.7,17.6420282642
40.72,18.9318737296
40.74,17.4270540199
40.76,18.2869509969
40.78,17.8570025084
40.8,18.9318737296
40.82,17.4270540199
40.84,17.8570025084
40.86,17.8570025084
40.88,18.7168994853
40.9,17.6420282642
40.92,18.7168994853
40.94,18.5019252411
40.96,17.8570025084
40.98,17.6420282642
41,16.9971055315
41.02,18.7168994853
41.04,17.8570025084
41.06,17.8570025084
41.08,18.2869509969
41.1,18.0719767526
41.12,17.8570025084
41.14,17.6420282642
41.16,17.8570025084
41.18,17.8570025084
41.2,18.2869509969
41.22,17.8570025084
41.24,18.2869509969
41.26,18.7168994853
41.28,17.8570025084
41.3,17.8570025084
41.32,17.8570025084
41.34,18.7168994853
41.36,17.6420282642
41.38,18.2869509969
41.4,17.8570025084
41.42,17.8570025084
41.44,18.5019252411
41.46,18.7168994853
41.48,18.2869509969
41.5,18.0719767526
41.52,18.5019252411
41.54,17.6420282642
41.56,18.0719767526
41.58,18.2869509969
41.6,18.0719767526
41.62,17.4270540199
41.64,17.6420282642
41.66,17.8570025084
41.68,18.7168994853
41.7,17.8570025084
41.72,18.5019252411
41.74,18.5019252411
41.76,18.2869509969
41.78,17.4270540199
41.8,18.9318737296
41.82,17.2120797757
41.84,18.2869509969
41.86,17.8570025084
41.88,18.2869509969
41.9,17.2120797757
41.92,18.5019252411
41.94,17.6420282642
41.96,17.6420282642
41.98,18.2869509969
42,17.8570025084
42.02,17.6420282642
42.04,18.2869509969
42.06,18.7168994853
42.08,17.8570025084
42.1,18.5019252411
42.12,17.8570025084
42.14,18.5019252411
42.16,17.8570025084
42.18,18.2869509969
42.2,17.8570025084
42.22,18.9318737296
42.24,17.4270540199
42.26,18.5019252411
42.28,17.4270540199
42.3,17.6420282642
42.32,18.5019252411
42.34,17.6420282642
42.36,17.4270540199
42.38,18.0719767526
42.4,17.8570025084
42.42,17.8570025084
42.44,17.6420282642
42.46,17.8570025084
42.48,17.8570025084
42.5,18.2869509969
42.52,17.8570025084
42.54,17.8570025084
42.56,17.6420282642
42.58,17.8570025084
42.6,18.0719767526
42.62,17.2120797757
42.64,18.5019252411
42.66,17.4270540199
42.68,17.8570025084
42.7,17.4270540199
42.72,18.7168994853
42.74,18.0719767526
42.76,18.9318737296
42.78,17.8570025084
42.8,17.8570025084
42.82,17.8570025084
42.84,18.7168994853
42.86,17.6420282642
42.88,18.2869509969
42.9,18.2869509969
42.92,17.8570025084
42.94,17.4270540199
42.96,18.2869509969
42.98,17.8570025084
43,18.0719767526
43.02,17.8570025084
43.04,17.8570025084
43.06,18.7168994853
43.08,17.8570025084
43.1,17.6420282642
43.12,18.2869509969
43.14,18.0719767526
43.16,18.7168994853
43.18,17.6420282642
43.2,17.6420282642
43.22,17.8570025084
43.24,18.0719767526
43.26,18.7168994853
43.28,17.2120797757
43.3,17.8570025084
43.32,17.8570025084
43.34,18.2869509969
43.36,18.0719767526
43.38,18.5019252411
43.4,18.0719767526
43.42,18.5019252411
43.44,17.8570025084
43.46,18.2869509969
43.48,17.4270540199
43.5,17.8570025084
43.52,17.4270540199
43.54,18.7168994853
43.56,18.5019252411
43.58,18.7168994853
43.6,18.2869509969
43.62,18.0719767526
43.64,18.2869509969
43.66,18.2869509969
43.68,17.2120797757
43.7,18.2869509969
43.72,18.2869509969
43.74,17.8570025084
43.76,18.2869509969
43.78,18.0719767526
43.8,17.8570025084
43.82,18.2869509969
43.84,17.6420282642
43.86,17.8570025084
43.88,18.5019252411
43.9,18.0719767526
43.92,18.2869509969
43.94,18.5019252411
43.96,17.8570025084
43.98,18.0719767526
44,18.7168994853
44.02,18.2869509969
44.04,18.7168994853
44.06,17.8570025084
44.08,18.7168994853
44.1,17.8570025084
44.12,18.7168994853
44.14,18.0719767526
44.16,18.7168994853
44.18,18.0719767526
44.2,18.5019252411
44.22,17.8570025084
44.24,18.5019252411
44.26,17.6420282642
44.28,18.7168994853
44.3,18.0719767526
44.32,18.2869509969
44.34,18.0719767526
44.36,18.2869509969
44.38,18.7168994853
44.4,18.0719767526
44.42,18.0719767526
44.44,18.0719767526
44.46,18.0719767526
44.48,18.5019252411
44.5,18.5019252411
44.52,18.2869509969
44.54,18.2869509969
44.56,17.8570025084
44.58,17.6420282642
44.6,18.2869509969
44.62,18.2869509969
44.64,17.4270540199
44.66,18.0719767526
44.68,18.2869509969
44.7,17.8570025084
44.72,17.8570025084
44.74,18.9318737296
44.76,18.5019252411
44.78,18.5019252411
44.8,18.0719767526
44.82,18.5019252411
44.84,18.7168994853
44.86,17.8570025084
44.88,17.8570025084
44.9,18.2869509969
44.92,17.6420282642
44.94,18.0719767526
44.96,18.7168994853
44.98,17.6420282642
45,17.8570025084
45.02,17.8570025084
45.04,18.5019252411
45.06,17.8570025084
45.08,18.2869509969
45.1,18.0719767526
45.12,18.5019252411
45.14,17.8570025084
45.16,17.8570025084
45.18,17.4270540199
45.2,18.7168994853
45.22,17.8570025084
45.24,18.2869509969
45.26,18.2869509969
45.28,18.7168994853
45.3,18.0719767526
45.32,18.5019252411
45.34,17.8570025084
45.36,18.0719767526
45.38,18.2869509969
45.4,17.4270540199
45.42,17.6420282642
45.44,18.0719767526
45.46,18.5019252411
45.48,16.9971055315
45.5,18.2869509969
45.52,17.8570025084
45.54,18.5019252411
45.56,17.2120797757
45.58,17.8570025084
45.6,17.6420282642
45.62,18.2869509969
45.64,18.5019252411
45.66,18.2869509969
45.68,17.6420282642
45.7,18.5019252411
45.72,18.5019252411
45.74,18.5019252411
45.76,17.8570025084
45.78,17.8570025084
45.8,18.0719767526
45.82,18.2869509969
45.84,18.5019252411
45.86,18.2869509969
45.88,17.8570025084
45.9,17.6420282642
45.92,17.6420282642
45.94,17.8570025084
45.96,17.8570025084
45.98,17.2120797757
46,18.2869509969
46.02,17.6420282642
46.04,18.2869509969
46.06,17.8570025084
46.08,18.5019252411
46.1,17.8570025084
46.12,18.2869509969
46.14,18.0719767526
46.16,17.8570025084
46.18,17.8570025084
46.2,18.5019252411
46.22,18.0719767526
46.24,18.2869509969
46.26,17.8570025084
46.28,17.8570025084
46.3,18.2869509969
46.32,18.2869509969
46.34,17.8570025084
46.36,17.8570025084
46.38,17.8570025084
46.4,18.7168994853
46.42,17.4270540199
46.44,18.0719767526
46.46,18.5019252411
46.48,18.0719767526
46.5,18.0719767526
46.52,17.4270540199
46.54,17.6420282642
46.56,17.4270540199
46.58,18.2869509969
46.6,17.6420282642
46.62,18.5019252411
46.64,17.2120797757
46.66,17.8570025084
46.68,17.4270540199
46.7,18.5019252411
46.72,18.0719767526
46.74,18.5019252411
46.76,17.2120797757
46.78,18.2869509969
46.8,17.6420282642
46.82,18.5019252411
46.84,18.0719767526
46.86,17.8570025084
46.88,17.4270540199
46.9,18.2869509969
46.92,17.6420282642
46.94,18.2869509969
46.96,17.6420282642
46.98,18.5019252411
47,17.8570025084
47.02,18.2869509969
47.04,18.0719767526
47.06,17.6420282642
47.08,17.8570025084
47.1,18.0719767526
47.12,17.8570025084
47.14,17.2120797757
47.16,17.8570025084
47.18,18.2869509969
47.2,18.2869509969
47.22,17.4270540199
47.24,18.7168994853
47.26,17.8570025084
47.28,18.2869509969
47.3,18.2869509969
47.32,18.0719767526
47.34,17.8570025084
47.36,18.7168994853
47.38,18.0719767526
47.4,18.2869509969
47.42,18.2869509969
47.44,18.5019252411
47.46,17.8570025084
47.48,18.5019252411
47.5,17.6420282642
47.52,17.8570025084
47.54,17.8570025084
47.56,18.5019252411
47.58,18.5019252411
47.6,17.4270540199
47.62,18.0719767526
47.64,17.6420282642
47.66,18.0719767526
47.68,18.2869509969
47.7,18.7168994853
47.72,17.2120797757
47.74,18.9318737296
47.76,17.2120797757
47.78,18.2869509969
47.8,17.6420282642
47.82,18.7168994853
47.84,17.2120797757
47.86,18.2869509969
47.88,18.0719767526
47.9,18.5019252411
47.92,18.0719767526
47.94,18.0719767526
47.96,17.8570025084
47.98,17.8570025084
48,18.2869509969
48.02,18.2869509969
48.04,17.8570025084
48.06,18.2869509969
48.08,17.8570025084
48.1,17.6420282642
48.12,18.2869509969
48.14,17.2120797757
48.16,18.9318737296
48.18,17.8570025084
48.2,18.7168994853
48.22,17.4270540199
48.24,18.9318737296
48.26,17.8570025084
48.28,18.2869509969
48.3,17.6420282642
48.32,18.0719767526
48.34,18.0719767526
48.36,18.2869509969
48.38,18.0719767526
48.4,18.2869509969
48.42,17.8570025084
48.44,18.7168994853
48.46,17.8570025084
48.48,18.5019252411
48.5,17.6420282642
48.52,17.6420282642
48.54,18.0719767526
48.56,16.9971055315
48.58,18.2869509969
48.6,18.0719767526
48.62,18.2869509969
48.64,17.8570025084
48.66,18.7168994853
48.68,17.2120797757
48.7,18.5019252411
48.72,18.2869509969
48.74,18.2869509969
48.76,17.8570025084
48.78,17.8570025084
48.8,17.4270540199
48.82,18.2869509969
48.84,17.8570025084
48.86,18.2869509969
48.88,17.8570025084
48.9,18.5019252411
48.92,17.8570025084
48.94,17.8570025084
48.96,17.6420282642
48.98,17.4270540199
49,18.0719767526
49.02,18.2869509969
49.04,18.2869509969
49.06,17.8570025084
49.08,18.2869509969
49.1,17.8570025084
49.12,17.6420282642
49.14,17.8570025084
49.16,18.7168994853
49.18,17.8570025084
49.2,18.0719767526
49.22,17.6420282642
49.24,18.7168994853
49.26,17.2120797757
49.28,18.2869509969
49.3,18.2869509969
49.32,17.6420282642
49.34,18.5019252411
49.36,17.8570025084
49.38,17.4270540199
49.4,17.6420282642
49.42,18.0719767526
49.44,17.8570025084
49.46,18.2869509969
49.48,17.6420282642
49.5,17.8570025084
49.52,17.4270540199
49.54,18.7168994853
49.56,17.8570025084
49.58,18.7168994853
49.6,17.8570025084
49.62,17.6420282642
49.64,17.4270540199
49.66,17.8570025084
49.68,18.2869509969
49.7,18.7168994853
49.72,17.8570025084
49.74,18.2869509969
49.76,17.6420282642
49.78,17.8570025084
49.8,17.2120797757
49.82,17.8570025084
49.84,17.6420282642
49.86,17.8570025084
49.88,18.0719767526
49.9,17.4270540199
49.92,17.8570025084
49.94,18.5019252411
49.96,17.6420282642
49.98,17.6420282642
50,18.2869509969
50.02,17.6420282642
50.04,18.2869509969
50.06,18.5019252411
50.08,17.8570025084
50.1,17.2120797757
50.12,18.5019252411
50.14,17.8570025084
50.16,17.6420282642
50.18,17.4270540199
50.2,18.2869509969
50.22,18.2869509969
50.24,18.5019252411
50.26,18.2869509969
50.28,17.8570025084
50.3,17.4270540199
50.32,17.6420282642
50.34,17.8570025084
50.36,17.4270540199
50.38,17.8570025084
50.4,17.8570025084
50.42,18.7168994853
50.44,17.6420282642
50.46,18.7168994853
50.48,17.4270540199
50.5,17.8570025084
50.52,17.6420282642
50.54,18.2869509969
50.56,17.4270540199
50.58,18.7168994853
50.6,18.0719767526
50.62,18.7168994853
50.64,18.0719767526
50.66,18.2869509969
50.68,18.2869509969
50.7,18.2869509969
50.72,18.2869509969
50.74,18.5019252411
50.76,17.8570025084
50.78,17.6420282642
50.8,17.6420282642
50.82,17.6420282642
50.84,18.2869509969
50.86,18.5019252411
50.88,17.6420282642
50.9,17.4270540199
50.92,17.6420282642
50.94,17.6420282642
50.96,18.7168994853
50.98,17.4270540199
51,18.2869509969
51.02,17.4270540199
51.04,18.2869509969
51.06,17.8570025084
51.08,18.0719767526
51.1,17.8570025084
51.12,17.6420282642
51.14,18.2869509969
51.16,18.2869509969
51.18,17.6420282642
51.2,18.7168994853
