"Latest: Time (s)","Latest: Temperature (°C)"
8.26,42.5790405948
8.28,42.5790405948
8.3,41.7191436179
8.32,42.3640663506
8.34,42.5790405948
8.36,41.7191436179
8.38,42.5790405948
8.4,41.5041693736
8.42,42.1490921063
8.44,41.9341178621
8.46,41.0742208852
8.48,41.7191436179
8.5,41.0742208852
8.52,41.7191436179
8.54,40.859246641
8.56,41.2891951294
8.58,41.7191436179
8.6,41.7191436179
8.62,41.0742208852
8.64,40.859246641
8.66,40.6442723967
8.68,41.5041693736
8.7,41.0742208852
8.72,40.6442723967
8.74,40.859246641
8.76,40.859246641
8.78,40.6442723967
8.8,40.4292981525
8.82,41.0742208852
8.84,40.2143239083
8.86,40.2143239083
8.88,41.0742208852
8.9,40.6442723967
8.92,39.7843754198
8.94,40.6442723967
8.96,39.5694011756
8.98,40.6442723967
9,39.7843754198
9.02,40.6442723967
9.04,39.5694011756
9.06,40.2143239083
9.08,39.3544269314
9.1,40.859246641
9.12,39.7843754198
9.14,39.5694011756
9.16,39.5694011756
9.18,40.2143239083
9.2,39.999349664
9.22,39.999349664
9.24,40.2143239083
9.26,40.4292981525
9.28,39.7843754198
9.3,40.2143239083
9.32,39.3544269314
9.34,39.3544269314
9.36,39.1394526871
9.38,39.5694011756
9.4,38.9244784429
9.42,39.999349664
9.44,38.9244784429
9.46,39.999349664
9.48,38.9244784429
9.5,39.5694011756
9.52,39.1394526871
9.54,38.9244784429
9.56,38.4945299544
9.58,39.3544269314
9.6,39.1394526871
9.62,38.7095041987
9.64,38.7095041987
9.66,39.3544269314
9.68,38.7095041987
9.7,38.7095041987
9.72,38.2795557102
9.74,38.2795557102
9.76,37.4196587333
9.78,38.4945299544
9.8,37.4196587333
9.82,37.8496072217
9.84,37.8496072217
9.86,38.064581466
9.88,37.8496072217
9.9,38.4945299544
9.92,38.064581466
9.94,37.8496072217
9.96,37.4196587333
9.98,38.064581466
10,37.8496072217
10.02,37.4196587333
10.04,38.2795557102
10.06,37.2046844891
10.08,37.6346329775
10.1,37.6346329775
10.12,37.8496072217
10.14,36.7747360006
10.16,37.2046844891
10.18,37.2046844891
10.2,37.4196587333
10.22,37.6346329775
10.24,37.2046844891
10.26,36.7747360006
10.28,37.4196587333
10.3,37.4196587333
10.32,37.6346329775
10.34,36.7747360006
10.36,37.4196587333
10.38,36.7747360006
10.4,37.4196587333
10.42,36.3447875121
10.44,37.4196587333
10.46,36.3447875121
10.48,37.2046844891
10.5,36.5597617564
10.52,36.3447875121
10.54,36.1298132679
10.56,36.9897102448
10.58,36.9897102448
10.6,36.9897102448
10.62,35.9148390237
10.64,36.9897102448
10.66,36.3447875121
10.68,36.7747360006
10.7,36.7747360006
10.72,36.7747360006
10.74,36.1298132679
10.76,37.2046844891
10.78,35.6998647795
10.8,35.9148390237
10.82,35.9148390237
10.84,36.5597617564
10.86,35.4848905352
10.88,36.3447875121
10.9,35.9148390237
10.92,36.3447875121
10.94,35.4848905352
10.96,36.1298132679
10.98,36.1298132679
11,35.0549420468
11.02,36.3447875121
11.04,35.269916291
11.06,36.1298132679
11.08,35.4848905352
11.1,35.269916291
11.12,34.8399678025
11.14,35.4848905352
11.16,35.0549420468
11.18,36.1298132679
11.2,35.269916291
11.22,35.269916291
11.24,35.269916291
11.26,36.3447875121
11.28,35.0549420468
11.3,35.6998647795
11.32,35.6998647795
11.34,35.6998647795
11.36,35.0549420468
11.38,35.4848905352
11.4,34.8399678025
11.42,35.9148390237
11.44,35.0549420468
11.46,34.8399678025
11.48,34.8399678025
11.5,35.0549420468
11.52,34.6249935583
11.54,35.0549420468
11.56,34.4100193141
11.58,34.6249935583
11.6,35.0549420468
11.62,35.4848905352
11.64,35.0549420468
11.66,34.6249935583
11.68,34.4100193141
11.7,34.8399678025
11.72,34.1950450698
11.74,34.8399678025
11.76,34.4100193141
11.78,34.6249935583
11.8,34.8399678025
11.82,35.269916291
11.84,33.5501223372
11.86,34.1950450698
11.88,33.7650965814
11.9,35.0549420468
11.92,34.1950450698
11.94,34.1950450698
11.96,34.4100193141
11.98,34.1950450698
12,34.1950450698
12.02,33.9800708256
12.04,34.1950450698
12.06,33.7650965814
12.08,33.7650965814
12.1,32.9051996045
12.12,33.5501223372
12.14,33.3351480929
12.16,33.7650965814
12.18,33.7650965814
12.2,34.1950450698
12.22,32.9051996045
12.24,33.3351480929
12.26,32.6902253602
12.28,33.7650965814
12.3,32.6902253602
12.32,33.5501223372
12.34,33.1201738487
12.36,33.1201738487
12.38,33.1201738487
12.4,33.3351480929
12.42,33.5501223372
12.44,33.1201738487
12.46,32.9051996045
12.48,33.9800708256
12.5,32.9051996045
12.52,33.3351480929
12.54,33.3351480929
12.56,32.9051996045
12.58,32.2602768718
12.6,32.9051996045
12.62,33.1201738487
12.64,33.1201738487
12.66,32.6902253602
12.68,33.5501223372
12.7,32.0453026276
12.72,32.475251116
12.74,32.475251116
12.76,33.3351480929
12.78,33.1201738487
12.8,32.6902253602
12.82,32.9051996045
12.84,32.475251116
12.86,32.6902253602
12.88,32.0453026276
12.9,32.2602768718
12.92,32.9051996045
12.94,32.0453026276
12.96,31.4003798949
12.98,32.0453026276
13,31.1854056506
13.02,32.2602768718
13.04,32.2602768718
13.06,32.0453026276
13.08,32.0453026276
13.1,32.0453026276
13.12,31.6153541391
13.14,32.0453026276
13.16,31.4003798949
13.18,32.6902253602
13.2,31.6153541391
13.22,32.2602768718
13.24,31.6153541391
13.26,32.475251116
13.28,31.6153541391
13.3,32.0453026276
13.32,30.9704314064
13.34,32.0453026276
13.36,31.1854056506
13.38,31.6153541391
13.4,31.6153541391
13.42,31.6153541391
13.44,31.4003798949
13.46,32.0453026276
13.48,30.7554571622
13.5,31.6153541391
13.52,31.1854056506
13.54,30.9704314064
13.56,30.9704314064
13.58,30.9704314064
13.6,31.1854056506
13.62,30.7554571622
13.64,30.7554571622
13.66,31.8303283833
13.68,30.7554571622
13.7,31.1854056506
13.72,31.1854056506
13.74,30.5404829179
13.76,30.9704314064
13.78,30.5404829179
13.8,30.7554571622
13.82,30.9704314064
13.84,30.7554571622
13.86,30.1105344295
13.88,30.7554571622
13.9,30.7554571622
13.92,30.3255086737
13.94,30.1105344295
13.96,30.3255086737
13.98,30.7554571622
14,30.9704314064
14.02,30.7554571622
14.04,30.7554571622
14.06,29.680585941
14.08,30.3255086737
14.1,30.7554571622
14.12,30.5404829179
14.14,30.5404829179
14.16,30.7554571622
14.18,29.8955601853
14.2,30.9704314064
14.22,29.8955601853
14.24,30.9704314064
14.26,29.8955601853
14.28,30.3255086737
14.3,29.8955601853
14.32,30.1105344295
14.34,29.680585941
14.36,29.8955601853
14.38,29.8955601853
14.4,29.8955601853
14.42,29.0356632083
14.44,29.8955601853
14.46,29.8955601853
14.48,29.0356632083
14.5,30.3255086737
14.52,28.8206889641
14.54,29.0356632083
14.56,29.4656116968
14.58,29.2506374526
14.6,28.8206889641
14.62,29.680585941
14.64,28.8206889641
14.66,30.3255086737
14.68,29.8955601853
14.7,30.3255086737
14.72,29.4656116968
14.74,29.8955601853
14.76,28.8206889641
14.78,29.0356632083
14.8,29.4656116968
14.82,29.680585941
14.84,28.8206889641
14.86,28.8206889641
14.88,29.0356632083
14.9,29.8955601853
14.92,28.3907404757
14.94,28.8206889641
14.96,29.2506374526
14.98,28.8206889641
15,29.0356632083
15.02,28.8206889641
15.04,28.8206889641
15.06,29.2506374526
15.08,28.8206889641
15.1,28.8206889641
15.12,29.2506374526
15.14,28.8206889641
15.16,28.1757662314
15.18,28.1757662314
15.2,29.0356632083
15.22,28.3907404757
15.24,29.4656116968
15.26,28.1757662314
15.28,29.0356632083
15.3,28.1757662314
15.32,28.8206889641
15.34,28.1757662314
15.36,29.2506374526
15.38,27.745817743
15.4,28.8206889641
15.42,28.8206889641
15.44,29.0356632083
15.46,27.745817743
15.48,27.9607919872
15.5,27.9607919872
15.52,28.3907404757
15.54,27.745817743
15.56,27.745817743
15.58,27.745817743
15.6,28.1757662314
15.62,28.1757662314
15.64,27.5308434987
15.66,28.1757662314
15.68,27.9607919872
15.7,27.9607919872
15.72,28.3907404757
15.74,28.3907404757
15.76,27.745817743
15.78,28.8206889641
15.8,27.5308434987
15.82,27.745817743
15.84,27.5308434987
15.86,28.6057147199
15.88,27.5308434987
15.9,27.5308434987
15.92,28.1757662314
15.94,27.9607919872
15.96,27.9607919872
15.98,27.5308434987
16,27.5308434987
16.02,27.9607919872
16.04,27.5308434987
16.06,28.1757662314
16.08,27.3158692545
16.1,27.5308434987
16.12,27.5308434987
16.14,26.6709465218
16.16,27.3158692545
16.18,27.3158692545
16.2,27.3158692545
16.22,27.3158692545
16.24,27.3158692545
16.26,27.1008950103
16.28,27.745817743
16.3,27.3158692545
16.32,27.5308434987
16.34,26.885920766
16.36,28.1757662314
16.38,27.3158692545
16.4,27.1008950103
16.42,27.1008950103
16.44,27.745817743
16.46,27.3158692545
16.48,27.3158692545
16.5,27.1008950103
16.52,27.3158692545
16.54,27.3158692545
16.56,27.3158692545
16.58,26.885920766
16.6,27.5308434987
16.62,26.4559722776
16.64,27.3158692545
16.66,26.6709465218
16.68,26.4559722776
16.7,27.5308434987
16.72,27.3158692545
16.74,27.3158692545
16.76,26.6709465218
16.78,27.1008950103
16.8,27.3158692545
16.82,27.1008950103
16.84,26.4559722776
16.86,27.1008950103
16.88,26.885920766
16.9,26.885920766
16.92,26.2409980334
16.94,27.3158692545
16.96,25.8110495449
16.98,27.3158692545
17,26.2409980334
17.02,27.1008950103
17.04,25.8110495449
17.06,27.3158692545
17.08,26.4559722776
17.1,26.4559722776
17.12,26.2409980334
17.14,26.4559722776
17.16,25.5960753007
17.18,26.2409980334
17.2,25.5960753007
17.22,26.0260237891
17.24,26.2409980334
17.26,26.0260237891
17.28,26.2409980334
17.3,26.6709465218
17.32,26.2409980334
17.34,26.4559722776
17.36,26.4559722776
17.38,26.4559722776
17.4,26.885920766
17.42,25.3811010564
17.44,26.2409980334
17.46,26.2409980334
17.48,26.2409980334
17.5,25.5960753007
17.52,25.5960753007
17.54,25.8110495449
17.56,26.885920766
17.58,26.0260237891
17.6,26.4559722776
17.62,25.8110495449
17.64,25.5960753007
17.66,25.5960753007
17.68,26.2409980334
17.7,25.1661268122
17.72,25.3811010564
17.74,26.0260237891
17.76,25.8110495449
17.78,25.5960753007
17.8,24.951152568
17.82,25.5960753007
17.84,26.0260237891
17.86,25.8110495449
17.88,24.7361783237
17.9,26.2409980334
17.92,24.7361783237
17.94,25.8110495449
17.96,25.8110495449
17.98,25.5960753007
18,25.8110495449
18.02,25.5960753007
18.04,25.5960753007
18.06,26.0260237891
18.08,25.1661268122
18.1,25.5960753007
18.12,24.951152568
18.14,25.5960753007
18.16,25.1661268122
18.18,24.951152568
18.2,25.1661268122
18.22,24.7361783237
18.24,25.1661268122
18.26,25.8110495449
18.28,25.1661268122
18.3,25.3811010564
18.32,25.5960753007
18.34,24.0912555911
18.36,25.3811010564
18.38,24.951152568
18.4,24.5212040795
18.42,24.7361783237
18.44,25.8110495449
18.46,24.7361783237
18.48,24.7361783237
18.5,24.951152568
18.52,25.3811010564
18.54,25.3811010564
18.56,25.1661268122
18.58,25.1661268122
18.6,25.1661268122
18.62,24.951152568
18.64,24.3062298353
18.66,24.5212040795
18.68,25.3811010564
18.7,24.7361783237
18.72,24.7361783237
18.74,24.7361783237
18.76,24.951152568
18.78,24.0912555911
18.8,24.3062298353
18.82,23.8762813468
18.84,24.5212040795
18.86,24.7361783237
18.88,23.6613071026
18.9,24.5212040795
18.92,24.3062298353
18.94,25.3811010564
18.96,24.5212040795
18.98,24.7361783237
19,24.0912555911
19.02,24.7361783237
19.04,24.0912555911
19.06,24.3062298353
19.08,24.0912555911
19.1,25.1661268122
19.12,24.3062298353
19.14,25.1661268122
19.16,24.3062298353
19.18,24.5212040795
19.2,24.5212040795
19.22,23.8762813468
19.24,23.6613071026
19.26,24.5212040795
19.28,24.7361783237
19.3,24.5212040795
19.32,24.7361783237
19.34,24.3062298353
19.36,24.5212040795
19.38,24.3062298353
19.4,23.8762813468
19.42,23.6613071026
19.44,23.8762813468
19.46,23.8762813468
19.48,23.6613071026
19.5,23.8762813468
19.52,24.0912555911
19.54,23.8762813468
19.56,24.5212040795
19.58,23.4463328584
19.6,24.3062298353
19.62,24.5212040795
19.64,24.0912555911
19.66,23.8762813468
19.68,24.3062298353
19.7,23.6613071026
19.72,23.6613071026
19.74,23.8762813468
19.76,24.3062298353
19.78,23.6613071026
19.8,24.7361783237
19.82,23.8762813468
19.84,24.3062298353
19.86,23.4463328584
19.88,24.5212040795
19.9,23.6613071026
19.92,23.6613071026
19.94,24.0912555911
19.96,23.8762813468
19.98,24.0912555911
20,23.8762813468
20.02,24.0912555911
20.04,23.2313586141
20.06,23.6613071026
20.08,23.0163843699
20.1,23.4463328584
20.12,23.4463328584
20.14,23.4463328584
20.16,23.0163843699
20.18,24.5212040795
20.2,23.6613071026
20.22,23.4463328584
20.24,23.6613071026
20.26,23.2313586141
20.28,23.4463328584
20.3,23.8762813468
20.32,23.2313586141
20.34,23.6613071026
20.36,23.2313586141
20.38,23.6613071026
20.4,23.2313586141
20.42,23.6613071026
20.44,23.0163843699
20.46,23.0163843699
20.48,23.0163843699
20.5,24.0912555911
20.52,23.0163843699
20.54,24.0912555911
20.56,23.2313586141
20.58,23.6613071026
20.6,22.3714616372
20.62,23.6613071026
20.64,23.2313586141
20.66,23.4463328584
20.68,23.0163843699
20.7,23.0163843699
20.72,22.5864358815
20.74,23.2313586141
20.76,23.0163843699
20.78,22.5864358815
20.8,23.2313586141
20.82,22.3714616372
20.84,23.6613071026
20.86,22.8014101257
20.88,23.0163843699
20.9,23.2313586141
20.92,23.0163843699
20.94,22.5864358815
20.96,23.8762813468
20.98,23.4463328584
21,23.4463328584
21.02,22.156487393
21.04,23.8762813468
21.06,22.5864358815
21.08,23.4463328584
21.1,22.156487393
21.12,22.8014101257
21.14,23.0163843699
21.16,23.4463328584
21.18,22.3714616372
21.2,23.8762813468
21.22,23.4463328584
21.24,23.4463328584
21.26,22.8014101257
21.28,23.6613071026
21.3,22.5864358815
21.32,22.5864358815
21.34,22.5864358815
21.36,23.2313586141
21.38,23.0163843699
21.4,22.3714616372
21.42,23.4463328584
21.44,22.3714616372
21.46,23.0163843699
21.48,22.156487393
21.5,22.3714616372
21.52,22.5864358815
21.54,23.6613071026
21.56,22.156487393
21.58,23.0163843699
21.6,23.0163843699
21.62,23.0163843699
21.64,22.8014101257
21.66,23.6613071026
21.68,22.5864358815
21.7,23.0163843699
21.72,22.156487393
21.74,22.5864358815
21.76,22.156487393
21.78,22.8014101257
21.8,23.0163843699
21.82,22.8014101257
21.84,23.0163843699
21.86,23.4463328584
21.88,22.5864358815
21.9,22.8014101257
21.92,22.3714616372
21.94,22.5864358815
21.96,22.5864358815
21.98,22.3714616372
22,21.9415131488
22.02,22.3714616372
22.04,23.0163843699
22.06,22.156487393
22.08,23.2313586141
22.1,22.156487393
22.12,22.3714616372
22.14,21.9415131488
22.16,22.156487393
22.18,21.9415131488
22.2,22.8014101257
22.22,22.156487393
22.24,22.8014101257
22.26,22.8014101257
22.28,23.4463328584
22.3,22.5864358815
22.32,23.4463328584
22.34,22.3714616372
22.36,22.5864358815
22.38,21.9415131488
22.4,22.156487393
22.42,21.9415131488
22.44,22.3714616372
22.46,22.5864358815
22.48,22.8014101257
22.5,21.9415131488
22.52,21.9415131488
22.54,21.9415131488
22.56,22.5864358815
22.58,22.8014101257
22.6,22.156487393
22.62,22.3714616372
22.64,21.7265389045
22.66,22.5864358815
22.68,22.5864358815
22.7,22.3714616372
22.72,22.156487393
22.74,22.3714616372
22.76,22.156487393
22.78,22.5864358815
22.8,22.3714616372
22.82,21.9415131488
22.84,21.2965904161
22.86,23.0163843699
22.88,21.7265389045
22.9,22.3714616372
22.92,21.9415131488
22.94,21.9415131488
22.96,21.9415131488
22.98,22.5864358815
23,22.5864358815
23.02,21.9415131488
23.04,21.9415131488
23.06,22.3714616372
23.08,21.7265389045
23.1,22.156487393
23.12,21.9415131488
23.14,21.7265389045
23.16,21.5115646603
23.18,22.3714616372
23.2,21.9415131488
23.22,21.9415131488
23.24,21.9415131488
23.26,21.9415131488
23.28,22.8014101257
23.3,21.9415131488
23.32,21.9415131488
23.34,21.5115646603
23.36,22.3714616372
23.38,21.7265389045
23.4,22.8014101257
23.42,22.156487393
23.44,21.7265389045
23.46,21.5115646603
23.48,22.3714616372
23.5,22.3714616372
23.52,21.7265389045
23.54,21.9415131488
23.56,22.156487393
23.58,22.156487393
23.6,21.9415131488
23.62,22.156487393
23.64,21.9415131488
23.66,21.9415131488
23.68,20.8666419276
23.7,21.5115646603
23.72,20.8666419276
23.74,21.2965904161
23.76,21.9415131488
23.78,21.7265389045
23.8,21.5115646603
23.82,22.5864358815
23.84,20.8666419276
23.86,22.156487393
23.88,21.0816161718
23.9,21.7265389045
23.92,21.5115646603
23.94,21.7265389045
23.96,21.9415131488
23.98,21.7265389045
24,22.156487393
24.02,22.3714616372
24.04,21.2965904161
24.06,21.9415131488
24.08,21.2965904161
24.1,21.2965904161
24.12,21.7265389045
24.14,21.2965904161
24.16,22.156487393
24.18,21.0816161718
24.2,20.8666419276
24.22,21.2965904161
24.24,22.156487393
24.26,21.7265389045
24.28,21.7265389045
24.3,21.2965904161
24.32,21.7265389045
24.34,20.8666419276
24.36,21.9415131488
24.38,21.2965904161
24.4,21.7265389045
24.42,21.0816161718
24.44,22.3714616372
24.46,21.9415131488
24.48,21.0816161718
24.5,21.7265389045
24.52,21.7265389045
24.54,21.7265389045
24.56,21.9415131488
24.58,21.2965904161
24.6,21.7265389045
24.62,21.7265389045
24.64,22.156487393
24.66,21.5115646603
24.68,21.0816161718
24.7,21.2965904161
24.72,21.5115646603
24.74,21.9415131488
24.76,20.4366934392
24.78,20.6516676834
24.8,20.6516676834
24.82,21.7265389045
24.84,21.5115646603
24.86,21.0816161718
24.88,21.0816161718
24.9,21.5115646603
24.92,20.4366934392
24.94,21.5115646603
24.96,21.5115646603
24.98,21.9415131488
25,20.8666419276
25.02,21.2965904161
25.04,21.0816161718
25.06,21.2965904161
25.08,21.0816161718
25.1,21.7265389045
25.12,20.6516676834
25.14,21.2965904161
25.16,21.2965904161
25.18,21.5115646603
25.2,21.0816161718
25.22,21.7265389045
25.24,20.4366934392
25.26,21.2965904161
25.28,20.8666419276
25.3,20.6516676834
25.32,21.0816161718
25.34,20.8666419276
25.36,21.7265389045
25.38,20.2217191949
25.4,20.6516676834
25.42,20.4366934392
25.44,21.0816161718
25.46,20.8666419276
25.48,21.5115646603
25.5,21.0816161718
25.52,21.7265389045
25.54,20.6516676834
25.56,21.2965904161
25.58,20.8666419276
25.6,21.2965904161
25.62,20.6516676834
25.64,20.8666419276
